7.165000000000000000e+09,1.709955999999999998e-04,-8.158299999999999461e-05
7.165025003000000000e+09,1.484926000000000019e-04,-1.084949999999999971e-04
7.165050005000000000e+09,1.203447000000000067e-04,-9.183150000000000329e-05
7.165075008000000000e+09,1.034228999999999953e-04,-1.032886999999999992e-04
7.165100010000000000e+09,1.230648999999999947e-04,-1.021421999999999993e-04
7.165125013000000000e+09,1.384594999999999912e-04,-1.265065000000000059e-04
7.165150015000000000e+09,1.015440999999999956e-04,-1.284329000000000015e-04
7.165175018000000000e+09,1.204464999999999995e-04,-1.041629000000000052e-04
7.165200020000000000e+09,1.406020000000000067e-04,-1.143332999999999985e-04
7.165225023000000000e+09,1.329687000000000132e-04,-1.122899999999999972e-04
7.165250025000000000e+09,1.306877999999999924e-04,-7.669669999999999363e-05
7.165275028000000000e+09,1.514549999999999924e-04,-9.032689999999999741e-05
7.165300030000000000e+09,1.262015000000000012e-04,-1.195147000000000028e-04
7.165325033000000000e+09,1.265570999999999949e-04,-1.335110000000000029e-04
7.165350035000000000e+09,1.426324999999999934e-04,-1.041669000000000004e-04
7.165375038000000000e+09,1.406544999999999931e-04,-1.190718000000000006e-04
7.165400040000000000e+09,1.221151999999999925e-04,-1.519058000000000051e-04
7.165425043000000000e+09,1.430163000000000083e-04,-1.181348999999999995e-04
7.165450045000000000e+09,1.336978000000000060e-04,-1.082744999999999948e-04
7.165475048000000000e+09,1.012218000000000004e-04,-1.263493999999999934e-04
7.165500050000000000e+09,9.941670000000000650e-05,-1.362609999999999885e-04
7.165525053000000000e+09,9.952260000000000154e-05,-1.233506000000000045e-04
7.165550055000000000e+09,8.605509999999999538e-05,-9.973079999999999727e-05
7.165575058000000000e+09,1.581432000000000074e-04,-1.087407000000000006e-04
7.165600060000000000e+09,1.189963999999999979e-04,-1.269378000000000097e-04
7.165625063000000000e+09,1.065547999999999983e-04,-1.385264000000000092e-04
7.165650065000000000e+09,1.201073000000000011e-04,-1.420956000000000020e-04
7.165675068000000000e+09,1.044296999999999939e-04,-1.364213000000000079e-04
7.165700070000000000e+09,1.336262999999999915e-04,-1.279471000000000070e-04
7.165725073000000000e+09,1.150843000000000054e-04,-1.530691999999999947e-04
7.165750075000000000e+09,9.449659999999999917e-05,-1.167829999999999964e-04
7.165775078000000000e+09,1.303448999999999927e-04,-1.160332000000000057e-04
7.165800080000000000e+09,1.227244000000000002e-04,-1.336421999999999925e-04
7.165825083000000000e+09,1.138324000000000047e-04,-1.338044999999999892e-04
7.165850085000000000e+09,1.227226000000000098e-04,-1.283550000000000001e-04
7.165875088000000000e+09,1.215369999999999987e-04,-1.380393000000000050e-04
7.165900090000000000e+09,1.087812999999999947e-04,-1.346994000000000067e-04
7.165925093000000000e+09,9.187640000000000010e-05,-1.419131000000000017e-04
7.165950095000000000e+09,1.133331000000000009e-04,-1.586640000000000110e-04
7.165975098000000000e+09,9.131000000000000498e-05,-1.157871000000000014e-04
7.166000100000000000e+09,6.917729999999999919e-05,-1.456266000000000060e-04
7.166025103000000000e+09,1.127277000000000015e-04,-1.181154000000000042e-04
7.166050105000000000e+09,1.081799000000000042e-04,-1.049552999999999944e-04
7.166075108000000000e+09,1.026076999999999968e-04,-1.353434000000000093e-04
7.166100110000000000e+09,8.734579999999999981e-05,-1.491816000000000084e-04
7.166125113000000000e+09,1.018150999999999936e-04,-1.829324999999999972e-04
7.166150115000000000e+09,6.957590000000000584e-05,-1.303844999999999982e-04
7.166175118000000000e+09,9.531320000000000081e-05,-1.816417999999999928e-04
7.166200120000000000e+09,1.223441999999999932e-04,-1.606764000000000055e-04
7.166225123000000000e+09,9.488289999999999919e-05,-1.629882999999999994e-04
7.166250125000000000e+09,1.192402000000000040e-04,-1.134629000000000009e-04
7.166275128000000000e+09,7.366249999999999480e-05,-1.518203999999999940e-04
7.166300130000000000e+09,5.405329999999999965e-05,-1.232810999999999944e-04
7.166325133000000000e+09,8.535589999999999367e-05,-1.318643000000000039e-04
7.166350135000000000e+09,9.692280000000000654e-05,-1.443481999999999947e-04
7.166375138000000000e+09,9.141630000000000090e-05,-1.245158999999999914e-04
7.166400140000000000e+09,9.158390000000000248e-05,-1.502456999999999903e-04
7.166425143000000000e+09,1.122201999999999933e-04,-1.616579000000000095e-04
7.166450145000000000e+09,9.103000000000000089e-05,-1.556283999999999955e-04
7.166475148000000000e+09,9.743489999999999779e-05,-1.045368000000000051e-04
7.166500150000000000e+09,6.606249999999999980e-05,-1.566131999999999865e-04
7.166525153000000000e+09,8.395639999999999462e-05,-1.617903000000000017e-04
7.166550155000000000e+09,8.096459999999999389e-05,-1.384768000000000088e-04
7.166575158000000000e+09,9.921890000000000646e-05,-1.566449999999999885e-04
7.166600160000000000e+09,9.287570000000000255e-05,-1.631609000000000119e-04
7.166625163000000000e+09,1.096821000000000048e-04,-1.769797999999999890e-04
7.166650165000000000e+09,8.302160000000000485e-05,-1.452102999999999944e-04
7.166675168000000000e+09,8.281419999999999732e-05,-1.771371999999999953e-04
7.166700170000000000e+09,1.184420999999999955e-04,-1.815475999999999895e-04
