C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=8.5 l=320.0
FREQUENCY (GHz), DB[S11]-DARTWARS_TestChip_res2_w2_l320
6.08,-39.0294
6.1,-39.0286
6.12,-39.0289
6.14,-39.0308
6.16,-39.0343
6.18,-39.0397
6.2,-39.0472
6.22,-39.0573
6.24,-39.0704
6.26,-39.087
6.28,-39.1079
6.3,-39.134
6.32,-39.1665
6.34,-39.2073
6.36,-39.2588
6.38,-39.3243
6.4,-39.4093
6.42,-39.5219
6.44,-39.6761
6.46,-39.8967
6.48,-40.2339
6.5,-40.8061
6.52,-41.9769
6.54,-45.7549
6.56,-38.6406
6.58,-31.1013
6.6,-34.9308
6.62,-36.1105
6.64,-36.6864
6.66,-37.0262
6.68,-37.2491
6.7,-37.4055
6.72,-37.5205
6.74,-37.6081
6.76,-37.6766
6.78,-37.7311
6.8,-37.7752
6.82,-37.8115
6.84,-37.8415
6.86,-37.8665
6.88,-37.8876
6.9,-37.9054
6.92,-37.9206
6.94,-37.9335
6.96,-37.9445
6.98,-37.9539
7,-37.9619
7.02,-37.9688
7.04,-37.9746
7.06,-37.9797
7.08,-37.9839
7.1,-37.9875
7.12,-37.9905
7.14,-37.9931
7.16,-37.9952
7.18,-37.9969
7.2,-37.9983
7.22,-37.9994
7.24,-38.0002
7.26,-38.0009
7.28,-38.0013
7.3,-38.0016
7.32,-38.0017
7.34,-38.0017
7.36,-38.0017
7.38,-38.0015
7.4,-38.0013
7.42,-38.001
7.44,-38.0006
7.46,-38.0003
7.48,-37.9999
7.5,-37.9995
7.52,-37.9991
7.54,-37.9987
7.56,-37.9984
7.58,-37.998
7.6,-37.9977
7.62,-37.9974
7.64,-37.9971
7.66,-37.9969
7.68,-37.9967
7.7,-37.9966
7.72,-37.9965
7.74,-37.9965
7.76,-37.9966
7.78,-37.9967
7.8,-37.9969
7.82,-37.9971
7.84,-37.9975
7.86,-37.9979
7.88,-37.9984
7.9,-37.9989
7.92,-37.9996
7.94,-38.0003
7.96,-38.0011
7.98,-38.002
8,-38.003
8.02,-38.0041
8.04,-38.0053
8.06,-38.0066
8.08,-38.008
8.1,-38.0094
8.12,-38.011
8.14,-38.0126
8.16,-38.0144
8.18,-38.0163
8.2,-38.0182
8.22,-38.0203
8.24,-38.0225
8.26,-38.0247
8.28,-38.0271
8.3,-38.0296
8.32,-38.0322
8.34,-38.0349
8.36,-38.0377
8.38,-38.0406
8.4,-38.0436
8.42,-38.0467
8.44,-38.05
8.46,-38.0533
8.48,-38.0568
8.5,-38.0603
8.52,-38.064
8.54,-38.0678
8.56,-38.0717
8.58,-38.0757
8.6,-38.0799
8.62,-38.0841
8.64,-38.0885
8.66,-38.093
8.68,-38.0975
8.7,-38.1023
8.72,-38.1071
8.74,-38.112
8.76,-38.1171
8.78,-38.1222
8.8,-38.1275
8.82,-38.1329
8.84,-38.1384
8.86,-38.1441
8.88,-38.1498
8.9,-38.1557
8.92,-38.1617
8.94,-38.1678
8.96,-38.174
8.98,-38.1804
9,-38.1869
9.02,-38.1934
9.04,-38.2002
9.06,-38.207
9.08,-38.2139
9.1,-38.221
9.12,-38.2282
9.14,-38.2355
9.16,-38.2429
9.18,-38.2505
9.2,-38.2582
9.22,-38.266
9.24,-38.2739
9.26,-38.2819
9.28,-38.2901
9.3,-38.2984
9.32,-38.3068
9.34,-38.3153
9.36,-38.324
9.38,-38.3328
9.4,-38.3417
9.42,-38.3507
9.44,-38.3599
9.46,-38.3692
9.48,-38.3786
9.5,-38.3881
9.52,-38.3977
9.54,-38.4075
9.56,-38.4174
9.58,-38.4275
9.6,-38.4376
9.62,-38.4479
9.64,-38.4583
9.66,-38.4688
9.68,-38.4795
9.7,-38.4903
9.72,-38.5012
9.74,-38.5123
9.76,-38.5234
9.78,-38.5347
9.8,-38.5462
9.82,-38.5577
9.84,-38.5694
9.86,-38.5812
9.88,-38.5931
9.9,-38.6052
9.92,-38.6174
9.94,-38.6297
9.96,-38.6422
9.98,-38.6548
10,-38.6675
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=7.0 l=320.0
FREQUENCY (GHz), DB[S11]-DARTWARS_TestChip_res2_w2_l320
4,-40.3846
4.02,-40.3507
4.04,-40.317
4.06,-40.2835
4.08,-40.2504
4.1,-40.2175
4.12,-40.1849
4.14,-40.1525
4.16,-40.1204
4.18,-40.0886
4.2,-40.057
4.22,-40.0256
4.24,-39.9946
4.26,-39.9637
4.28,-39.9332
4.3,-39.9028
4.32,-39.8727
4.34,-39.8429
4.36,-39.8133
4.38,-39.7839
4.4,-39.7548
4.42,-39.726
4.44,-39.6973
4.46,-39.6689
4.48,-39.6408
4.5,-39.6129
4.52,-39.5852
4.54,-39.5577
4.56,-39.5305
4.58,-39.5035
4.6,-39.4768
4.62,-39.4503
4.64,-39.424
4.66,-39.3979
4.68,-39.3721
4.7,-39.3465
4.72,-39.3211
4.74,-39.296
4.76,-39.271
4.78,-39.2463
4.8,-39.2219
4.82,-39.1976
4.84,-39.1736
4.86,-39.1498
4.88,-39.1262
4.9,-39.1029
4.92,-39.0798
4.94,-39.0569
4.96,-39.0342
4.98,-39.0117
5,-38.9895
5.02,-38.9675
5.04,-38.9457
5.06,-38.9242
5.08,-38.9029
5.1,-38.8818
5.12,-38.8609
5.14,-38.8403
5.16,-38.8199
5.18,-38.7998
5.2,-38.7798
5.22,-38.7602
5.24,-38.7407
5.26,-38.7215
5.28,-38.7025
5.3,-38.6838
5.32,-38.6654
5.34,-38.6472
5.36,-38.6292
5.38,-38.6115
5.4,-38.5941
5.42,-38.577
5.44,-38.5601
5.46,-38.5435
5.48,-38.5272
5.5,-38.5112
5.52,-38.4955
5.54,-38.4801
5.56,-38.4651
5.58,-38.4503
5.6,-38.436
5.62,-38.422
5.64,-38.4083
5.66,-38.3951
5.68,-38.3823
5.7,-38.3699
5.72,-38.3579
5.74,-38.3465
5.76,-38.3355
5.78,-38.3251
5.8,-38.3153
5.82,-38.3062
5.84,-38.2977
5.86,-38.2899
5.88,-38.283
5.9,-38.277
5.92,-38.2719
5.94,-38.268
5.96,-38.2653
5.98,-38.264
6,-38.2642
6.02,-38.2663
6.04,-38.2705
6.06,-38.2772
6.08,-38.2868
6.1,-38.2998
6.12,-38.3172
6.14,-38.3397
6.16,-38.3689
6.18,-38.4066
6.2,-38.4555
6.22,-38.5195
6.24,-38.6048
6.26,-38.7216
6.28,-38.8875
6.3,-39.1367
6.32,-39.5453
6.34,-40.3232
6.36,-42.3551
6.38,-66.3236
6.4,-27.9758
6.42,-34.0558
6.44,-35.4137
6.46,-36.0172
6.48,-36.356
6.5,-36.5711
6.52,-36.7183
6.54,-36.8242
6.56,-36.9033
6.58,-36.9639
6.6,-37.0113
6.62,-37.0488
6.64,-37.0789
6.66,-37.1032
6.68,-37.123
6.7,-37.139
6.72,-37.1521
6.74,-37.1627
6.76,-37.1713
6.78,-37.1781
6.8,-37.1836
6.82,-37.1878
6.84,-37.1909
6.86,-37.1932
6.88,-37.1946
6.9,-37.1955
6.92,-37.1957
6.94,-37.1954
6.96,-37.1947
6.98,-37.1937
7,-37.1923
7.02,-37.1906
7.04,-37.1887
7.06,-37.1865
7.08,-37.1842
7.1,-37.1817
7.12,-37.1791
7.14,-37.1764
7.16,-37.1735
7.18,-37.1706
7.2,-37.1677
7.22,-37.1646
7.24,-37.1616
7.26,-37.1585
7.28,-37.1554
7.3,-37.1523
7.32,-37.1492
7.34,-37.1461
7.36,-37.143
7.38,-37.14
7.4,-37.1369
7.42,-37.1339
7.44,-37.131
7.46,-37.1281
7.48,-37.1252
7.5,-37.1224
7.52,-37.1196
7.54,-37.1169
7.56,-37.1143
7.58,-37.1117
7.6,-37.1092
7.62,-37.1068
7.64,-37.1044
7.66,-37.1022
7.68,-37.0999
7.7,-37.0978
7.72,-37.0958
7.74,-37.0938
7.76,-37.0919
7.78,-37.0901
7.8,-37.0884
7.82,-37.0868
7.84,-37.0853
7.86,-37.0838
7.88,-37.0825
7.9,-37.0812
7.92,-37.0801
7.94,-37.079
7.96,-37.078
7.98,-37.0771
8,-37.0764
8.02,-37.0757
8.04,-37.0751
8.06,-37.0746
8.08,-37.0742
8.1,-37.074
8.12,-37.0738
8.14,-37.0737
8.16,-37.0737
8.18,-37.0739
8.2,-37.0741
8.22,-37.0744
8.24,-37.0749
8.26,-37.0754
8.28,-37.076
8.3,-37.0768
8.32,-37.0777
8.34,-37.0786
8.36,-37.0797
8.38,-37.0809
8.4,-37.0822
8.42,-37.0835
8.44,-37.085
8.46,-37.0866
8.48,-37.0884
8.5,-37.0902
8.52,-37.0921
8.54,-37.0942
8.56,-37.0963
8.58,-37.0986
8.6,-37.1009
8.62,-37.1034
8.64,-37.106
8.66,-37.1087
8.68,-37.1115
8.7,-37.1144
8.72,-37.1174
8.74,-37.1206
8.76,-37.1238
8.78,-37.1272
8.8,-37.1306
8.82,-37.1342
8.84,-37.1379
8.86,-37.1417
8.88,-37.1456
8.9,-37.1497
8.92,-37.1538
8.94,-37.158
8.96,-37.1624
8.98,-37.1669
9,-37.1715
9.02,-37.1762
9.04,-37.181
9.06,-37.1859
9.08,-37.1909
9.1,-37.1961
9.12,-37.2013
9.14,-37.2067
9.16,-37.2122
9.18,-37.2178
9.2,-37.2235
9.22,-37.2293
9.24,-37.2353
9.26,-37.2413
9.28,-37.2475
9.3,-37.2538
9.32,-37.2602
9.34,-37.2667
9.36,-37.2733
9.38,-37.28
9.4,-37.2869
9.42,-37.2938
9.44,-37.3009
9.46,-37.3081
9.48,-37.3154
9.5,-37.3228
9.52,-37.3304
9.54,-37.338
9.56,-37.3458
9.58,-37.3537
9.6,-37.3617
9.62,-37.3698
9.64,-37.378
9.66,-37.3864
9.68,-37.3948
9.7,-37.4034
9.72,-37.4121
9.74,-37.4209
9.76,-37.4298
9.78,-37.4389
9.8,-37.448
9.82,-37.4573
9.84,-37.4667
9.86,-37.4762
9.88,-37.4858
9.9,-37.4956
9.92,-37.5054
9.94,-37.5154
9.96,-37.5255
9.98,-37.5357
10,-37.546
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=7.5 l=320.0
FREQUENCY (GHz), DB[S11]-DARTWARS_TestChip_res2_w2_l320
4,-39.6714
4.02,-39.6371
4.04,-39.603
4.06,-39.5692
4.08,-39.5357
4.1,-39.5024
4.12,-39.4694
4.14,-39.4366
4.16,-39.4041
4.18,-39.3719
4.2,-39.3399
4.22,-39.3081
4.24,-39.2767
4.26,-39.2454
4.28,-39.2145
4.3,-39.1837
4.32,-39.1532
4.34,-39.123
4.36,-39.093
4.38,-39.0632
4.4,-39.0337
4.42,-39.0044
4.44,-38.9754
4.46,-38.9466
4.48,-38.918
4.5,-38.8897
4.52,-38.8616
4.54,-38.8338
4.56,-38.8061
4.58,-38.7787
4.6,-38.7516
4.62,-38.7247
4.64,-38.698
4.66,-38.6715
4.68,-38.6452
4.7,-38.6192
4.72,-38.5935
4.74,-38.5679
4.76,-38.5426
4.78,-38.5175
4.8,-38.4926
4.82,-38.468
4.84,-38.4435
4.86,-38.4193
4.88,-38.3954
4.9,-38.3717
4.92,-38.3482
4.94,-38.3249
4.96,-38.3018
4.98,-38.279
5,-38.2564
5.02,-38.2341
5.04,-38.212
5.06,-38.1901
5.08,-38.1685
5.1,-38.1471
5.12,-38.1259
5.14,-38.105
5.16,-38.0843
5.18,-38.0639
5.2,-38.0437
5.22,-38.0238
5.24,-38.0041
5.26,-37.9848
5.28,-37.9656
5.3,-37.9468
5.32,-37.9282
5.34,-37.9099
5.36,-37.8919
5.38,-37.8742
5.4,-37.8569
5.42,-37.8398
5.44,-37.8231
5.46,-37.8067
5.48,-37.7906
5.5,-37.7749
5.52,-37.7597
5.54,-37.7448
5.56,-37.7303
5.58,-37.7163
5.6,-37.7028
5.62,-37.6897
5.64,-37.6773
5.66,-37.6653
5.68,-37.6541
5.7,-37.6434
5.72,-37.6336
5.74,-37.6245
5.76,-37.6163
5.78,-37.6092
5.8,-37.6031
5.82,-37.5983
5.84,-37.5949
5.86,-37.5931
5.88,-37.5932
5.9,-37.5955
5.92,-37.6004
5.94,-37.6084
5.96,-37.6202
5.98,-37.6367
6,-37.659
6.02,-37.6889
6.04,-37.7287
6.06,-37.782
6.08,-37.8543
6.1,-37.9545
6.12,-38.0986
6.14,-38.3173
6.16,-38.679
6.18,-39.374
6.2,-41.2128
6.22,-68.5212
6.24,-29.1253
6.26,-33.8943
6.28,-35.0389
6.3,-35.5533
6.32,-35.8426
6.34,-36.0256
6.36,-36.1502
6.38,-36.2392
6.4,-36.3049
6.42,-36.3545
6.44,-36.3927
6.46,-36.4223
6.48,-36.4455
6.5,-36.4636
6.52,-36.4777
6.54,-36.4887
6.56,-36.497
6.58,-36.5033
6.6,-36.5077
6.62,-36.5107
6.64,-36.5124
6.66,-36.5131
6.68,-36.5129
6.7,-36.5119
6.72,-36.5103
6.74,-36.508
6.76,-36.5053
6.78,-36.5022
6.8,-36.4987
6.82,-36.4949
6.84,-36.4908
6.86,-36.4865
6.88,-36.482
6.9,-36.4773
6.92,-36.4725
6.94,-36.4675
6.96,-36.4624
6.98,-36.4573
7,-36.4521
7.02,-36.4468
7.04,-36.4415
7.06,-36.4361
7.08,-36.4308
7.1,-36.4254
7.12,-36.42
7.14,-36.4146
7.16,-36.4093
7.18,-36.404
7.2,-36.3987
7.22,-36.3934
7.24,-36.3881
7.26,-36.383
7.28,-36.3778
7.3,-36.3727
7.32,-36.3677
7.34,-36.3627
7.36,-36.3578
7.38,-36.3529
7.4,-36.3481
7.42,-36.3434
7.44,-36.3388
7.46,-36.3342
7.48,-36.3297
7.5,-36.3253
7.52,-36.3209
7.54,-36.3166
7.56,-36.3125
7.58,-36.3084
7.6,-36.3044
7.62,-36.3004
7.64,-36.2966
7.66,-36.2929
7.68,-36.2892
7.7,-36.2856
7.72,-36.2822
7.74,-36.2788
7.76,-36.2755
7.78,-36.2723
7.8,-36.2692
7.82,-36.2662
7.84,-36.2633
7.86,-36.2605
7.88,-36.2578
7.9,-36.2552
7.92,-36.2526
7.94,-36.2502
7.96,-36.2479
7.98,-36.2457
8,-36.2436
8.02,-36.2415
8.04,-36.2396
8.06,-36.2378
8.08,-36.2361
8.1,-36.2345
8.12,-36.233
8.14,-36.2316
8.16,-36.2302
8.18,-36.229
8.2,-36.2279
8.22,-36.2269
8.24,-36.226
8.26,-36.2252
8.28,-36.2246
8.3,-36.224
8.32,-36.2235
8.34,-36.2231
8.36,-36.2228
8.38,-36.2227
8.4,-36.2226
8.42,-36.2227
8.44,-36.2228
8.46,-36.2231
8.48,-36.2234
8.5,-36.2239
8.52,-36.2244
8.54,-36.2251
8.56,-36.2259
8.58,-36.2268
8.6,-36.2278
8.62,-36.2288
8.64,-36.23
8.66,-36.2313
8.68,-36.2328
8.7,-36.2343
8.72,-36.2359
8.74,-36.2376
8.76,-36.2395
8.78,-36.2414
8.8,-36.2434
8.82,-36.2456
8.84,-36.2479
8.86,-36.2502
8.88,-36.2527
8.9,-36.2553
8.92,-36.258
8.94,-36.2607
8.96,-36.2636
8.98,-36.2667
9,-36.2698
9.02,-36.273
9.04,-36.2763
9.06,-36.2797
9.08,-36.2833
9.1,-36.2869
9.12,-36.2907
9.14,-36.2945
9.16,-36.2985
9.18,-36.3026
9.2,-36.3067
9.22,-36.311
9.24,-36.3154
9.26,-36.3199
9.28,-36.3245
9.3,-36.3292
9.32,-36.334
9.34,-36.339
9.36,-36.344
9.38,-36.3491
9.4,-36.3544
9.42,-36.3597
9.44,-36.3652
9.46,-36.3708
9.48,-36.3765
9.5,-36.3822
9.52,-36.3881
9.54,-36.3941
9.56,-36.4002
9.58,-36.4064
9.6,-36.4128
9.62,-36.4192
9.64,-36.4257
9.66,-36.4324
9.68,-36.4391
9.7,-36.446
9.72,-36.4529
9.74,-36.46
9.76,-36.4672
9.78,-36.4745
9.8,-36.4819
9.82,-36.4894
9.84,-36.497
9.86,-36.5047
9.88,-36.5126
9.9,-36.5205
9.92,-36.5285
9.94,-36.5367
9.96,-36.5449
9.98,-36.5533
10,-36.5618
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=8.0 l=320.0
FREQUENCY (GHz), DB[S11]-DARTWARS_TestChip_res2_w2_l320
4,-39.0174
4.02,-38.9827
4.04,-38.9483
4.06,-38.9142
4.08,-38.8803
4.1,-38.8467
4.12,-38.8134
4.14,-38.7803
4.16,-38.7475
4.18,-38.715
4.2,-38.6826
4.22,-38.6506
4.24,-38.6188
4.26,-38.5872
4.28,-38.5559
4.3,-38.5249
4.32,-38.494
4.34,-38.4635
4.36,-38.4331
4.38,-38.4031
4.4,-38.3732
4.42,-38.3436
4.44,-38.3142
4.46,-38.2851
4.48,-38.2562
4.5,-38.2276
4.52,-38.1991
4.54,-38.171
4.56,-38.143
4.58,-38.1153
4.6,-38.0878
4.62,-38.0606
4.64,-38.0335
4.66,-38.0068
4.68,-37.9802
4.7,-37.9539
4.72,-37.9278
4.74,-37.9019
4.76,-37.8763
4.78,-37.8509
4.8,-37.8257
4.82,-37.8008
4.84,-37.7761
4.86,-37.7516
4.88,-37.7274
4.9,-37.7034
4.92,-37.6796
4.94,-37.6561
4.96,-37.6328
4.98,-37.6098
5,-37.587
5.02,-37.5644
5.04,-37.5421
5.06,-37.52
5.08,-37.4982
5.1,-37.4767
5.12,-37.4554
5.14,-37.4344
5.16,-37.4136
5.18,-37.3931
5.2,-37.3729
5.22,-37.353
5.24,-37.3334
5.26,-37.3141
5.28,-37.2951
5.3,-37.2764
5.32,-37.258
5.34,-37.24
5.36,-37.2223
5.38,-37.2051
5.4,-37.1882
5.42,-37.1717
5.44,-37.1556
5.46,-37.14
5.48,-37.1249
5.5,-37.1103
5.52,-37.0962
5.54,-37.0828
5.56,-37.07
5.58,-37.0579
5.6,-37.0465
5.62,-37.036
5.64,-37.0265
5.66,-37.018
5.68,-37.0108
5.7,-37.0048
5.72,-37.0005
5.74,-36.998
5.76,-36.9975
5.78,-36.9996
5.8,-37.0048
5.82,-37.0137
5.84,-37.0272
5.86,-37.0465
5.88,-37.0734
5.9,-37.1105
5.92,-37.1615
5.94,-37.2326
5.96,-37.334
5.98,-37.4845
6,-37.7226
6.02,-38.1419
6.04,-39.0448
6.06,-42.3112
6.08,-23.4825
6.1,-32.3453
6.12,-34.2344
6.14,-34.9072
6.16,-35.2483
6.18,-35.4513
6.2,-35.5837
6.22,-35.675
6.24,-35.7406
6.26,-35.7888
6.28,-35.8248
6.3,-35.852
6.32,-35.8725
6.34,-35.8879
6.36,-35.8993
6.38,-35.9076
6.4,-35.9133
6.42,-35.9169
6.44,-35.9188
6.46,-35.9192
6.48,-35.9185
6.5,-35.9167
6.52,-35.9141
6.54,-35.9108
6.56,-35.9068
6.58,-35.9023
6.6,-35.8973
6.62,-35.892
6.64,-35.8863
6.66,-35.8803
6.68,-35.8741
6.7,-35.8676
6.72,-35.861
6.74,-35.8542
6.76,-35.8473
6.78,-35.8403
6.8,-35.8332
6.82,-35.826
6.84,-35.8188
6.86,-35.8115
6.88,-35.8042
6.9,-35.7969
6.92,-35.7896
6.94,-35.7823
6.96,-35.7749
6.98,-35.7676
7,-35.7604
7.02,-35.7531
7.04,-35.7459
7.06,-35.7387
7.08,-35.7316
7.1,-35.7245
7.12,-35.7174
7.14,-35.7105
7.16,-35.7035
7.18,-35.6967
7.2,-35.6899
7.22,-35.6831
7.24,-35.6765
7.26,-35.6699
7.28,-35.6634
7.3,-35.6569
7.32,-35.6506
7.34,-35.6443
7.36,-35.6381
7.38,-35.632
7.4,-35.626
7.42,-35.62
7.44,-35.6142
7.46,-35.6084
7.48,-35.6027
7.5,-35.5971
7.52,-35.5916
7.54,-35.5862
7.56,-35.5809
7.58,-35.5756
7.6,-35.5705
7.62,-35.5655
7.64,-35.5605
7.66,-35.5557
7.68,-35.5509
7.7,-35.5463
7.72,-35.5417
7.74,-35.5372
7.76,-35.5329
7.78,-35.5286
7.8,-35.5244
7.82,-35.5204
7.84,-35.5164
7.86,-35.5125
7.88,-35.5087
7.9,-35.5051
7.92,-35.5015
7.94,-35.498
7.96,-35.4946
7.98,-35.4914
8,-35.4882
8.02,-35.4851
8.04,-35.4821
8.06,-35.4793
8.08,-35.4765
8.1,-35.4738
8.12,-35.4713
8.14,-35.4688
8.16,-35.4664
8.18,-35.4642
8.2,-35.462
8.22,-35.4599
8.24,-35.458
8.26,-35.4561
8.28,-35.4544
8.3,-35.4527
8.32,-35.4512
8.34,-35.4497
8.36,-35.4484
8.38,-35.4471
8.4,-35.446
8.42,-35.4449
8.44,-35.444
8.46,-35.4432
8.48,-35.4424
8.5,-35.4418
8.52,-35.4413
8.54,-35.4409
8.56,-35.4405
8.58,-35.4403
8.6,-35.4402
8.62,-35.4402
8.64,-35.4403
8.66,-35.4405
8.68,-35.4407
8.7,-35.4411
8.72,-35.4416
8.74,-35.4422
8.76,-35.4429
8.78,-35.4437
8.8,-35.4446
8.82,-35.4456
8.84,-35.4467
8.86,-35.448
8.88,-35.4493
8.9,-35.4507
8.92,-35.4522
8.94,-35.4538
8.96,-35.4555
8.98,-35.4574
9,-35.4593
9.02,-35.4613
9.04,-35.4635
9.06,-35.4657
9.08,-35.468
9.1,-35.4705
9.12,-35.473
9.14,-35.4756
9.16,-35.4784
9.18,-35.4812
9.2,-35.4842
9.22,-35.4872
9.24,-35.4904
9.26,-35.4936
9.28,-35.497
9.3,-35.5004
9.32,-35.504
9.34,-35.5076
9.36,-35.5114
9.38,-35.5153
9.4,-35.5192
9.42,-35.5233
9.44,-35.5275
9.46,-35.5317
9.48,-35.5361
9.5,-35.5406
9.52,-35.5451
9.54,-35.5498
9.56,-35.5546
9.58,-35.5595
9.6,-35.5645
9.62,-35.5695
9.64,-35.5747
9.66,-35.58
9.68,-35.5854
9.7,-35.5909
9.72,-35.5965
9.74,-35.6022
9.76,-35.608
9.78,-35.6139
9.8,-35.6198
9.82,-35.6259
9.84,-35.6321
9.86,-35.6384
9.88,-35.6448
9.9,-35.6513
9.92,-35.6579
9.94,-35.6647
9.96,-35.6715
9.98,-35.6784
10,-35.6854
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=9.0 l=320.0
FREQUENCY (GHz), DB[S11]-DARTWARS_TestChip_res2_w2_l320
4,-37.8526
4.02,-37.8174
4.04,-37.7826
4.06,-37.748
4.08,-37.7136
4.1,-37.6795
4.12,-37.6457
4.14,-37.6122
4.16,-37.5789
4.18,-37.5458
4.2,-37.513
4.22,-37.4805
4.24,-37.4482
4.26,-37.4162
4.28,-37.3844
4.3,-37.3528
4.32,-37.3215
4.34,-37.2905
4.36,-37.2597
4.38,-37.2291
4.4,-37.1988
4.42,-37.1687
4.44,-37.1389
4.46,-37.1093
4.48,-37.0799
4.5,-37.0508
4.52,-37.0219
4.54,-36.9933
4.56,-36.9649
4.58,-36.9367
4.6,-36.9088
4.62,-36.8812
4.64,-36.8537
4.66,-36.8265
4.68,-36.7996
4.7,-36.7729
4.72,-36.7464
4.74,-36.7202
4.76,-36.6942
4.78,-36.6685
4.8,-36.643
4.82,-36.6178
4.84,-36.5929
4.86,-36.5681
4.88,-36.5437
4.9,-36.5195
4.92,-36.4956
4.94,-36.472
4.96,-36.4486
4.98,-36.4255
5,-36.4027
5.02,-36.3803
5.04,-36.3581
5.06,-36.3362
5.08,-36.3146
5.1,-36.2934
5.12,-36.2726
5.14,-36.2521
5.16,-36.2319
5.18,-36.2122
5.2,-36.1929
5.22,-36.1741
5.24,-36.1557
5.26,-36.1378
5.28,-36.1204
5.3,-36.1037
5.32,-36.0875
5.34,-36.0721
5.36,-36.0574
5.38,-36.0436
5.4,-36.0307
5.42,-36.0189
5.44,-36.0082
5.46,-35.999
5.48,-35.9914
5.5,-35.9857
5.52,-35.9822
5.54,-35.9815
5.56,-35.9841
5.58,-35.9909
5.6,-36.0031
5.62,-36.0223
5.64,-36.051
5.66,-36.0929
5.68,-36.1543
5.7,-36.2458
5.72,-36.3882
5.74,-36.6263
5.76,-37.0815
5.78,-38.2318
5.8,-46.6048
5.82,-28.9303
5.84,-33.0329
5.86,-33.9293
5.88,-34.3168
5.9,-34.5281
5.92,-34.6578
5.94,-34.743
5.96,-34.8013
5.98,-34.8422
6,-34.8711
6.02,-34.8915
6.04,-34.9056
6.06,-34.915
6.08,-34.9207
6.1,-34.9234
6.12,-34.9239
6.14,-34.9225
6.16,-34.9195
6.18,-34.9153
6.2,-34.9101
6.22,-34.9039
6.24,-34.8971
6.26,-34.8896
6.28,-34.8816
6.3,-34.8731
6.32,-34.8642
6.34,-34.8551
6.36,-34.8457
6.38,-34.836
6.4,-34.8261
6.42,-34.8161
6.44,-34.8059
6.46,-34.7957
6.48,-34.7853
6.5,-34.7749
6.52,-34.7644
6.54,-34.7539
6.56,-34.7433
6.58,-34.7327
6.6,-34.7221
6.62,-34.7116
6.64,-34.701
6.66,-34.6905
6.68,-34.6799
6.7,-34.6695
6.72,-34.659
6.74,-34.6486
6.76,-34.6383
6.78,-34.6279
6.8,-34.6177
6.82,-34.6075
6.84,-34.5974
6.86,-34.5873
6.88,-34.5773
6.9,-34.5674
6.92,-34.5576
6.94,-34.5478
6.96,-34.5381
6.98,-34.5285
7,-34.519
7.02,-34.5095
7.04,-34.5001
7.06,-34.4909
7.08,-34.4817
7.1,-34.4726
7.12,-34.4636
7.14,-34.4546
7.16,-34.4458
7.18,-34.437
7.2,-34.4284
7.22,-34.4198
7.24,-34.4113
7.26,-34.403
7.28,-34.3947
7.3,-34.3865
7.32,-34.3784
7.34,-34.3704
7.36,-34.3625
7.38,-34.3547
7.4,-34.347
7.42,-34.3394
7.44,-34.3319
7.46,-34.3245
7.48,-34.3172
7.5,-34.3099
7.52,-34.3028
7.54,-34.2958
7.56,-34.2889
7.58,-34.2821
7.6,-34.2753
7.62,-34.2687
7.64,-34.2622
7.66,-34.2558
7.68,-34.2494
7.7,-34.2432
7.72,-34.2371
7.74,-34.2311
7.76,-34.2251
7.78,-34.2193
7.8,-34.2136
7.82,-34.2079
7.84,-34.2024
7.86,-34.197
7.88,-34.1916
7.9,-34.1864
7.92,-34.1813
7.94,-34.1762
7.96,-34.1713
7.98,-34.1665
8,-34.1617
8.02,-34.1571
8.04,-34.1526
8.06,-34.1481
8.08,-34.1438
8.1,-34.1395
8.12,-34.1354
8.14,-34.1314
8.16,-34.1274
8.18,-34.1236
8.2,-34.1198
8.22,-34.1162
8.24,-34.1126
8.26,-34.1092
8.28,-34.1058
8.3,-34.1026
8.32,-34.0994
8.34,-34.0964
8.36,-34.0934
8.38,-34.0906
8.4,-34.0878
8.42,-34.0852
8.44,-34.0826
8.46,-34.0801
8.48,-34.0778
8.5,-34.0755
8.52,-34.0733
8.54,-34.0712
8.56,-34.0693
8.58,-34.0674
8.6,-34.0656
8.62,-34.0639
8.64,-34.0623
8.66,-34.0608
8.68,-34.0594
8.7,-34.0581
8.72,-34.0569
8.74,-34.0558
8.76,-34.0548
8.78,-34.0539
8.8,-34.0531
8.82,-34.0524
8.84,-34.0518
8.86,-34.0512
8.88,-34.0508
8.9,-34.0505
8.92,-34.0502
8.94,-34.0501
8.96,-34.05
8.98,-34.0501
9,-34.0502
