C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=8.5 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320
9.52,-0.00144402
9.54,-0.00144283
9.56,-0.0014416
9.58,-0.00144034
9.6,-0.00143905
9.62,-0.00143773
9.64,-0.00143638
9.66,-0.001435
9.68,-0.00143359
9.7,-0.00143215
9.72,-0.00143067
9.74,-0.00142917
9.76,-0.00142764
9.78,-0.00142607
9.8,-0.00142448
9.82,-0.00142286
9.84,-0.0014212
9.86,-0.00141952
9.88,-0.00141781
9.9,-0.00141607
9.92,-0.0014143
9.94,-0.0014125
9.96,-0.00141067
9.98,-0.00140882
10,-0.00140693
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=5.0 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320
4,-0.000167748
4.02,-0.000168978
4.04,-0.000170198
4.06,-0.000171412
4.08,-0.000172622
4.1,-0.000173827
4.12,-0.000175027
4.14,-0.000176223
4.16,-0.000177414
4.18,-0.000178602
4.2,-0.000179784
4.22,-0.000180963
4.24,-0.000182137
4.26,-0.000183307
4.28,-0.000184472
4.3,-0.000185633
4.32,-0.00018679
4.34,-0.000187943
4.36,-0.000189091
4.38,-0.000190236
4.4,-0.000191375
4.42,-0.00019251
4.44,-0.000193641
4.46,-0.000194768
4.48,-0.000195889
4.5,-0.000197007
4.52,-0.000198119
4.54,-0.000199227
4.56,-0.00020033
4.58,-0.000201428
4.6,-0.000202521
4.62,-0.000203609
4.64,-0.000204692
4.66,-0.00020577
4.68,-0.000206842
4.7,-0.000207909
4.72,-0.00020897
4.74,-0.000210026
4.76,-0.000211076
4.78,-0.00021212
4.8,-0.000213158
4.82,-0.00021419
4.84,-0.000215216
4.86,-0.000216236
4.88,-0.000217249
4.9,-0.000218255
4.92,-0.000219255
4.94,-0.000220248
4.96,-0.000221234
4.98,-0.000222213
5,-0.000223185
5.02,-0.000224149
5.04,-0.000225106
5.06,-0.000226055
5.08,-0.000226997
5.1,-0.00022793
5.12,-0.000228856
5.14,-0.000229773
5.16,-0.000230682
5.18,-0.000231583
5.2,-0.000232475
5.22,-0.000233358
5.24,-0.000234228
5.26,-0.000235098
5.28,-0.000235954
5.3,-0.0002368
5.32,-0.000237637
5.34,-0.000238465
5.36,-0.000239282
5.38,-0.00024009
5.4,-0.000240887
5.42,-0.000241675
5.44,-0.000242451
5.46,-0.000243217
5.48,-0.000243973
5.5,-0.000244717
5.52,-0.00024545
5.54,-0.000246172
5.56,-0.000246882
5.58,-0.000247581
5.6,-0.000248267
5.62,-0.000248942
5.64,-0.000249604
5.66,-0.000250254
5.68,-0.000250892
5.7,-0.000251516
5.72,-0.000252128
5.74,-0.000252726
5.76,-0.00025331
5.78,-0.000253881
5.8,-0.000254438
5.82,-0.000254981
5.84,-0.000255509
5.86,-0.000256022
5.88,-0.000256521
5.9,-0.000257004
5.92,-0.000257471
5.94,-0.000257923
5.96,-0.000258358
5.98,-0.000258776
6,-0.000259177
6.02,-0.000259561
6.04,-0.000259927
6.06,-0.000260275
6.08,-0.000260604
6.1,-0.000260914
6.12,-0.000261204
6.14,-0.000261473
6.16,-0.000261722
6.18,-0.000261949
6.2,-0.000262154
6.22,-0.000262335
6.24,-0.000262493
6.26,-0.000262626
6.28,-0.000262733
6.3,-0.000262813
6.32,-0.000262866
6.34,-0.000262889
6.36,-0.000262882
6.38,-0.000262843
6.4,-0.000262771
6.42,-0.000262663
6.44,-0.000262518
6.46,-0.000262334
6.48,-0.000262106
6.5,-0.000261838
6.52,-0.00026152
6.54,-0.000261152
6.56,-0.00026073
6.58,-0.000260249
6.6,-0.000259705
6.62,-0.000259093
6.64,-0.000258406
6.66,-0.000257638
6.68,-0.000256779
6.7,-0.000255822
6.72,-0.000254755
6.74,-0.000253565
6.76,-0.000252237
6.78,-0.000250754
6.8,-0.000249094
6.82,-0.000247232
6.84,-0.000245136
6.86,-0.000242768
6.88,-0.000240081
6.9,-0.000237014
6.92,-0.000233492
6.94,-0.000229416
6.96,-0.000224656
6.98,-0.000219038
7,-0.000212321
7.02,-0.000204166
7.04,-0.00019408
7.06,-0.000181317
7.08,-0.000164705
7.1,-0.000142318
7.12,-0.000110882
7.14,-6.52101e-05
7.16,-7.04693e-06
7.18,-0.000372232
7.2,-0.00745318
7.22,-0.00121038
7.24,-0.000741035
7.26,-0.000584622
7.28,-0.000507871
7.3,-0.000462548
7.32,-0.000432694
7.34,-0.000411557
7.36,-0.000395801
7.38,-0.000383596
7.4,-0.000373851
7.42,-0.000365882
7.44,-0.000359232
7.46,-0.00035359
7.48,-0.000348735
7.5,-0.000344502
7.52,-0.000340773
7.54,-0.000337455
7.56,-0.000334477
7.58,-0.000331782
7.6,-0.000329326
7.62,-0.000327072
7.64,-0.000324992
7.66,-0.000323061
7.68,-0.000321258
7.7,-0.000319567
7.72,-0.000317974
7.74,-0.000316466
7.76,-0.000315033
7.78,-0.000313667
7.8,-0.000312358
7.82,-0.000311102
7.84,-0.000309891
7.86,-0.00030872
7.88,-0.000307586
7.9,-0.000306484
7.92,-0.00030541
7.94,-0.000304362
7.96,-0.000303337
7.98,-0.000302331
8,-0.000301343
8.02,-0.000300371
8.04,-0.000299412
8.06,-0.000298466
8.08,-0.000297531
8.1,-0.000296604
8.12,-0.000295686
8.14,-0.000294775
8.16,-0.000293869
8.18,-0.000292969
8.2,-0.000292072
8.22,-0.000291179
8.24,-0.000290288
8.26,-0.000289399
8.28,-0.000288511
8.3,-0.000287624
8.32,-0.000286736
8.34,-0.000285849
8.36,-0.00028496
8.38,-0.00028407
8.4,-0.000283178
8.42,-0.000282285
8.44,-0.000281389
8.46,-0.00028049
8.48,-0.000279588
8.5,-0.000278683
8.52,-0.000277774
8.54,-0.000276862
8.56,-0.000275946
8.58,-0.000275025
8.6,-0.000274101
8.62,-0.000273171
8.64,-0.000272238
8.66,-0.000271299
8.68,-0.000270355
8.7,-0.000269407
8.72,-0.000268453
8.74,-0.000267494
8.76,-0.00026653
8.78,-0.00026556
8.8,-0.000264584
8.82,-0.000263604
8.84,-0.000262617
8.86,-0.000261625
8.88,-0.000260627
8.9,-0.000259624
8.92,-0.000258615
8.94,-0.0002576
8.96,-0.000256579
8.98,-0.000255567
9,-0.00025452
9.02,-0.000253482
9.04,-0.000252439
9.06,-0.00025139
9.08,-0.000250336
9.1,-0.000249276
9.12,-0.00024821
9.14,-0.00024714
9.16,-0.000246064
9.18,-0.000244982
9.2,-0.000243895
9.22,-0.000242803
9.24,-0.000241706
9.26,-0.000240604
9.28,-0.000239496
9.3,-0.000238384
9.32,-0.000237266
9.34,-0.000236144
9.36,-0.000235017
9.38,-0.000233885
9.4,-0.000232748
9.42,-0.000231607
9.44,-0.000230462
9.46,-0.000229312
9.48,-0.000228157
9.5,-0.000226999
9.52,-0.000225836
9.54,-0.000224669
9.56,-0.000223498
9.58,-0.000222324
9.6,-0.000221146
9.62,-0.000219964
9.64,-0.000218779
9.66,-0.00021759
9.68,-0.000216398
9.7,-0.000215203
9.72,-0.000214005
9.74,-0.000212805
9.76,-0.000211601
9.78,-0.000210395
9.8,-0.000209187
9.82,-0.000207976
9.84,-0.000206763
9.86,-0.000205548
9.88,-0.000204332
9.9,-0.000203113
9.92,-0.000201894
9.94,-0.000200673
9.96,-0.00019945
9.98,-0.000198227
10,-0.000197016
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=5.5 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320
4,-0.000216843
4.02,-0.00021847
4.04,-0.000220123
4.06,-0.000221767
4.08,-0.000223404
4.1,-0.000225033
4.12,-0.000226655
4.14,-0.00022827
4.16,-0.000229879
4.18,-0.000231481
4.2,-0.000233076
4.22,-0.000234665
4.24,-0.000236248
4.26,-0.000237825
4.28,-0.000239396
4.3,-0.000240962
4.32,-0.000242522
4.34,-0.000244076
4.36,-0.000245624
4.38,-0.000247168
4.4,-0.000248705
4.42,-0.000250238
4.44,-0.000251764
4.46,-0.000253286
4.48,-0.000254802
4.5,-0.000256312
4.52,-0.000257818
4.54,-0.000259317
4.56,-0.000260811
4.58,-0.0002623
4.6,-0.000263783
4.62,-0.00026526
4.64,-0.000266732
4.66,-0.000268198
4.68,-0.000269694
4.7,-0.000271111
4.72,-0.000272559
4.74,-0.000274
4.76,-0.000275435
4.78,-0.000276864
4.8,-0.000278286
4.82,-0.000279701
4.84,-0.000281109
4.86,-0.000282511
4.88,-0.000283905
4.9,-0.000285292
4.92,-0.000286672
4.94,-0.000288044
4.96,-0.000289408
4.98,-0.000290765
5,-0.000292113
5.02,-0.000293453
5.04,-0.000294784
5.06,-0.000296107
5.08,-0.000297421
5.1,-0.000298726
5.12,-0.000300022
5.14,-0.000301309
5.16,-0.000302586
5.18,-0.000303853
5.2,-0.00030511
5.22,-0.000306357
5.24,-0.000307593
5.26,-0.000308819
5.28,-0.000310034
5.3,-0.000311238
5.32,-0.00031243
5.34,-0.000313611
5.36,-0.00031478
5.38,-0.000315937
5.4,-0.000317082
5.42,-0.000318214
5.44,-0.000319334
5.46,-0.00032044
5.48,-0.000321533
5.5,-0.000322613
5.52,-0.000323678
5.54,-0.000324729
5.56,-0.000325766
5.58,-0.000326788
5.6,-0.000327794
5.62,-0.000328786
5.64,-0.000329761
5.66,-0.00033072
5.68,-0.000331663
5.7,-0.000332589
5.72,-0.000333497
5.74,-0.000334387
5.76,-0.00033526
5.78,-0.000336113
5.8,-0.000336948
5.82,-0.000337763
5.84,-0.000338557
5.86,-0.000339331
5.88,-0.000340083
5.9,-0.000340813
5.92,-0.000341521
5.94,-0.000342205
5.96,-0.000342865
5.98,-0.0003435
6,-0.000344109
6.02,-0.00034469
6.04,-0.000345244
6.06,-0.000345769
6.08,-0.000346264
6.1,-0.000346727
6.12,-0.000347157
6.14,-0.000347553
6.16,-0.000347912
6.18,-0.000348233
6.2,-0.000348514
6.22,-0.000348752
6.24,-0.000348945
6.26,-0.000349091
6.28,-0.000349186
6.3,-0.000349227
6.32,-0.000349209
6.34,-0.000349129
6.36,-0.000348982
6.38,-0.000348761
6.4,-0.000348462
6.42,-0.000348076
6.44,-0.000347595
6.46,-0.00034701
6.48,-0.000346353
6.5,-0.000345481
6.52,-0.00034451
6.54,-0.000343377
6.56,-0.000342061
6.58,-0.000340537
6.6,-0.000338774
6.62,-0.000336734
6.64,-0.000334369
6.66,-0.000331621
6.68,-0.000328415
6.7,-0.000324656
6.72,-0.000320217
6.74,-0.000314932
6.76,-0.000308573
6.78,-0.00030082
6.8,-0.000291212
6.82,-0.000279064
6.84,-0.000263299
6.86,-0.000242154
6.88,-0.000212539
6.9,-0.000168681
6.92,-9.96718e-05
6.94,-4.95833e-06
6.96,-0.00404359
6.98,-0.00253438
7,-0.00107308
7.02,-0.00078678
7.04,-0.000669168
7.06,-0.000605744
7.08,-0.000566255
7.1,-0.00053938
7.12,-0.000519944
7.14,-0.000505256
7.16,-0.000493779
7.18,-0.000484572
7.2,-0.000477028
7.22,-0.000470735
7.24,-0.000465408
7.26,-0.000460841
7.28,-0.000456882
7.3,-0.000453415
7.32,-0.000450353
7.34,-0.000447627
7.36,-0.000445182
7.38,-0.000442975
7.4,-0.00044097
7.42,-0.000439138
7.44,-0.000437455
7.46,-0.0004359
7.48,-0.000434457
7.5,-0.000433112
7.52,-0.000431852
7.54,-0.000430667
7.56,-0.000429547
7.58,-0.000428485
7.6,-0.000427474
7.62,-0.000426508
7.64,-0.000425581
7.66,-0.000424689
7.68,-0.000423828
7.7,-0.000422995
7.72,-0.000422184
7.74,-0.000421395
7.76,-0.000420624
7.78,-0.000419869
7.8,-0.000419127
7.82,-0.000418397
7.84,-0.000417677
7.86,-0.000416966
7.88,-0.000416261
7.9,-0.000415562
7.92,-0.000414867
7.94,-0.000414175
7.96,-0.000413485
7.98,-0.000412797
8,-0.000412108
8.02,-0.00041142
8.04,-0.00041073
8.06,-0.000410038
8.08,-0.000409344
8.1,-0.000408646
8.12,-0.000407945
8.14,-0.000407239
8.16,-0.000406529
8.18,-0.000405814
8.2,-0.000405093
8.22,-0.000404366
8.24,-0.000403633
8.26,-0.000402893
8.28,-0.000402147
8.3,-0.000401393
8.32,-0.000400632
8.34,-0.000399863
8.36,-0.000399087
8.38,-0.000398302
8.4,-0.000397509
8.42,-0.000396707
8.44,-0.000395897
8.46,-0.000395078
8.48,-0.00039425
8.5,-0.000393413
8.52,-0.000392567
8.54,-0.000391712
8.56,-0.000390847
8.58,-0.000389974
8.6,-0.00038909
8.62,-0.000388198
8.64,-0.000387296
8.66,-0.000386384
8.68,-0.000385463
8.7,-0.000384532
8.72,-0.000383592
8.74,-0.000382643
8.76,-0.000381684
8.78,-0.000380715
8.8,-0.000379738
8.82,-0.000378751
8.84,-0.000377755
8.86,-0.000376749
8.88,-0.000375735
8.9,-0.000374712
8.92,-0.00037368
8.94,-0.000372704
8.96,-0.000371591
8.98,-0.000370532
9,-0.000369464
9.02,-0.000368386
9.04,-0.0003673
9.06,-0.000366204
9.08,-0.000365099
9.1,-0.000363985
9.12,-0.000362861
9.14,-0.000361729
9.16,-0.000360588
9.18,-0.000359437
9.2,-0.000358278
9.22,-0.000357111
9.24,-0.000355934
9.26,-0.000354749
9.28,-0.000353556
9.3,-0.000352354
9.32,-0.000351144
9.34,-0.000349925
9.36,-0.000348699
9.38,-0.000347464
9.4,-0.000346222
9.42,-0.000344972
9.44,-0.000343714
9.46,-0.000342449
9.48,-0.000341176
9.5,-0.000339896
9.52,-0.000338609
9.54,-0.000337314
9.56,-0.000336013
9.58,-0.000334705
9.6,-0.000333391
9.62,-0.00033207
9.64,-0.000330742
9.66,-0.000329409
9.68,-0.00032807
9.7,-0.000326724
9.72,-0.000325374
9.74,-0.000324017
9.76,-0.000322656
9.78,-0.000321289
9.8,-0.000319918
9.82,-0.000318541
9.84,-0.00031716
9.86,-0.000315775
9.88,-0.000314386
9.9,-0.000312993
9.92,-0.000311596
9.94,-0.000310195
9.96,-0.000308792
9.98,-0.000307385
10,-0.000306042
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=6.0 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320
4,-0.000271588
4.02,-0.000273569
4.04,-0.000275594
4.06,-0.000277625
4.08,-0.00027966
4.1,-0.000281699
4.12,-0.000283742
4.14,-0.000285787
4.16,-0.000287833
4.18,-0.000289881
4.2,-0.00029193
4.22,-0.000293978
4.24,-0.000296027
4.26,-0.000298074
4.28,-0.000300119
4.3,-0.000302163
4.32,-0.000304204
4.34,-0.000306242
4.36,-0.000308277
4.38,-0.000310308
4.4,-0.000312335
4.42,-0.000314357
4.44,-0.000316374
4.46,-0.000318386
4.48,-0.000320392
4.5,-0.000322392
4.52,-0.000324386
4.54,-0.000326373
4.56,-0.000328354
4.58,-0.000330327
4.6,-0.000332292
4.62,-0.00033425
4.64,-0.0003362
4.66,-0.000338142
4.68,-0.000340075
4.7,-0.000342
4.72,-0.000343916
4.74,-0.000345822
4.76,-0.00034772
4.78,-0.000349608
4.8,-0.000351486
4.82,-0.000353355
4.84,-0.000355214
4.86,-0.000357062
4.88,-0.0003589
4.9,-0.000360728
4.92,-0.000362545
4.94,-0.000364351
4.96,-0.000366147
4.98,-0.000367931
5,-0.000369704
5.02,-0.000371465
5.04,-0.000373215
5.06,-0.000374953
5.08,-0.00037668
5.1,-0.000378394
5.12,-0.000380096
5.14,-0.000381786
5.16,-0.000383463
5.18,-0.000385127
5.2,-0.000386779
5.22,-0.000388463
5.24,-0.000390043
5.26,-0.000391654
5.28,-0.000393252
5.3,-0.000394837
5.32,-0.000396407
5.34,-0.000397962
5.36,-0.000399503
5.38,-0.000401029
5.4,-0.000402541
5.42,-0.000404036
5.44,-0.000405516
5.46,-0.00040698
5.48,-0.000408427
5.5,-0.000409857
5.52,-0.000411271
5.54,-0.000412666
5.56,-0.000414044
5.58,-0.000415403
5.6,-0.000416743
5.62,-0.000418064
5.64,-0.000419364
5.66,-0.000420644
5.68,-0.000421902
5.7,-0.000423138
5.72,-0.000424352
5.74,-0.000425542
5.76,-0.000426707
5.78,-0.000427847
5.8,-0.00042896
5.82,-0.000430046
5.84,-0.000431103
5.86,-0.000432131
5.88,-0.000433127
5.9,-0.00043409
5.92,-0.000435018
5.94,-0.000435911
5.96,-0.000436765
5.98,-0.000437578
6,-0.000438349
6.02,-0.000439075
6.04,-0.000439752
6.06,-0.000440378
6.08,-0.000440948
6.1,-0.00044146
6.12,-0.000441908
6.14,-0.000442288
6.16,-0.000442594
6.18,-0.000442819
6.2,-0.000442957
6.22,-0.000442998
6.24,-0.000442934
6.26,-0.000442752
6.28,-0.000442442
6.3,-0.000441987
6.32,-0.000441369
6.34,-0.000440569
6.36,-0.00043956
6.38,-0.000438314
6.4,-0.000436793
6.42,-0.000434952
6.44,-0.000432736
6.46,-0.000430123
6.48,-0.000426876
6.5,-0.000423026
6.52,-0.00041837
6.54,-0.000412701
6.56,-0.000405735
6.58,-0.000397066
6.6,-0.000386098
6.62,-0.000371918
6.64,-0.00035306
6.66,-0.000327009
6.68,-0.000289118
6.7,-0.00022994
6.72,-0.00012913
6.74,-8.98227e-07
6.76,-0.0512662
6.78,-0.00172456
6.8,-0.00105565
6.82,-0.000857914
6.84,-0.000764972
6.86,-0.000711408
6.88,-0.000676763
6.9,-0.000652629
6.92,-0.000634926
6.94,-0.000621439
6.96,-0.00061086
6.98,-0.000602372
7,-0.000595434
7.02,-0.000589677
7.04,-0.000584837
7.06,-0.000580724
7.08,-0.000577196
7.1,-0.000574145
7.12,-0.000571487
7.14,-0.000569156
7.16,-0.0005671
7.18,-0.000565277
7.2,-0.000563651
7.22,-0.000562195
7.24,-0.000560885
7.26,-0.000559701
7.28,-0.000558626
7.3,-0.000557647
7.32,-0.000556751
7.34,-0.000555927
7.36,-0.000555167
7.38,-0.000554463
7.4,-0.000553808
7.42,-0.000553196
7.44,-0.000552622
7.46,-0.000552081
7.48,-0.000551569
7.5,-0.000551081
7.52,-0.000550616
7.54,-0.000550169
7.56,-0.000549739
7.58,-0.000549323
7.6,-0.000548918
7.62,-0.000548523
7.64,-0.000548136
7.66,-0.000547755
7.68,-0.000547379
7.7,-0.000547006
7.72,-0.000546635
7.74,-0.000546265
7.76,-0.000545895
7.78,-0.000545524
7.8,-0.00054515
7.82,-0.000544792
7.84,-0.000544393
7.86,-0.000544008
7.88,-0.000543618
7.9,-0.000543223
7.92,-0.000542822
7.94,-0.000542414
7.96,-0.000541999
7.98,-0.000541576
8,-0.000541145
8.02,-0.000540706
8.04,-0.000540259
8.06,-0.000539802
8.08,-0.000539335
8.1,-0.000538859
8.12,-0.000538373
8.14,-0.000537876
8.16,-0.000537369
8.18,-0.000536851
8.2,-0.000536322
8.22,-0.000535782
8.24,-0.00053523
8.26,-0.000534666
8.28,-0.000534091
8.3,-0.000533503
8.32,-0.000532904
8.34,-0.000532292
8.36,-0.000531667
8.38,-0.00053103
8.4,-0.00053038
8.42,-0.000529717
8.44,-0.000529041
8.46,-0.000528352
8.48,-0.00052765
8.5,-0.000526935
8.52,-0.000526206
8.54,-0.000525464
8.56,-0.000524708
8.58,-0.000523939
8.6,-0.000523157
8.62,-0.00052236
8.64,-0.00052155
8.66,-0.000520726
8.68,-0.000519889
8.7,-0.000519038
8.72,-0.000518173
8.74,-0.000517294
8.76,-0.000516401
8.78,-0.000515494
8.8,-0.000514574
8.82,-0.00051364
8.84,-0.000512692
8.86,-0.000511731
8.88,-0.000510755
8.9,-0.000509781
8.92,-0.000508763
8.94,-0.000507747
8.96,-0.000506717
8.98,-0.000505673
9,-0.000504616
9.02,-0.000503546
9.04,-0.000502462
9.06,-0.000501364
9.08,-0.000500254
9.1,-0.00049913
9.12,-0.000497993
9.14,-0.000496843
9.16,-0.000495681
9.18,-0.000494505
9.2,-0.000493317
9.22,-0.000492116
9.24,-0.000490902
9.26,-0.000489677
9.28,-0.000488439
9.3,-0.000487189
9.32,-0.000485927
9.34,-0.000484653
9.36,-0.000483368
9.38,-0.000482071
9.4,-0.000480762
9.42,-0.000479443
9.44,-0.000478113
9.46,-0.000476771
9.48,-0.00047542
9.5,-0.000474058
9.52,-0.000472685
9.54,-0.000471303
9.56,-0.000469911
9.58,-0.000468509
9.6,-0.000467098
9.62,-0.000465678
9.64,-0.000464249
9.66,-0.000462812
9.68,-0.000461366
9.7,-0.000459912
9.72,-0.00045845
9.74,-0.000456981
9.76,-0.000455505
9.78,-0.000454022
9.8,-0.000452532
9.82,-0.000451036
9.84,-0.000449534
9.86,-0.000448026
9.88,-0.000446513
9.9,-0.000444995
9.92,-0.000443473
9.94,-0.000441946
9.96,-0.000440415
9.98,-0.000438881
10,-0.000437357
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res2_w2_l320.son DE_EMBEDDED Lk=6.5 l=320.0
