C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\sondata\DARTWARS_TestChip_res2_w2_l320_param.son DE_EMBEDDED Lk=8.5 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320_param
16.12,-3.76381e-06
16.125,-3.79726e-06
16.13,-3.83059e-06
16.135,-3.8638e-06
16.14,-3.89689e-06
16.145,-3.92985e-06
16.15,-3.96267e-06
16.155,-3.99537e-06
16.16,-4.02792e-06
16.165,-4.06034e-06
16.17,-4.09262e-06
16.175,-4.12475e-06
16.18,-4.15674e-06
16.185,-4.18858e-06
16.19,-4.22026e-06
16.195,-4.25179e-06
16.2,-4.28316e-06
16.205,-4.31438e-06
16.21,-4.34543e-06
16.215,-4.37631e-06
16.22,-4.40702e-06
16.225,-4.43757e-06
16.23,-4.46793e-06
16.235,-4.49813e-06
16.24,-4.52814e-06
16.245,-4.55797e-06
16.25,-4.58762e-06
16.255,-4.61708e-06
16.26,-4.64635e-06
16.265,-4.67542e-06
16.27,-4.7043e-06
16.275,-4.73299e-06
16.28,-4.76147e-06
16.285,-4.78975e-06
16.29,-4.81782e-06
16.295,-4.84568e-06
16.3,-4.87333e-06
16.305,-4.90077e-06
16.31,-4.92799e-06
16.315,-4.95499e-06
16.32,-4.98177e-06
16.325,-5.00833e-06
16.33,-5.03465e-06
16.335,-5.06075e-06
16.34,-5.08661e-06
16.345,-5.11224e-06
16.35,-5.13763e-06
16.355,-5.16279e-06
16.36,-5.18769e-06
16.365,-5.21236e-06
16.37,-5.23677e-06
16.375,-5.26093e-06
16.38,-5.28484e-06
16.385,-5.3085e-06
16.39,-5.33189e-06
16.395,-5.35503e-06
16.4,-5.3779e-06
16.405,-5.4005e-06
16.41,-5.42284e-06
16.415,-5.44491e-06
16.42,-5.4667e-06
16.425,-5.48821e-06
16.43,-5.50945e-06
16.435,-5.53041e-06
16.44,-5.55108e-06
16.445,-5.57147e-06
16.45,-5.59157e-06
16.455,-5.61138e-06
16.46,-5.63089e-06
16.465,-5.65012e-06
16.47,-5.66904e-06
16.475,-5.68766e-06
16.48,-5.70598e-06
16.485,-5.724e-06
16.49,-5.74171e-06
16.495,-5.75911e-06
16.5,-5.77619e-06
16.505,-5.79297e-06
16.51,-5.80943e-06
16.515,-5.82557e-06
16.52,-5.84138e-06
16.525,-5.85688e-06
16.53,-5.87205e-06
16.535,-5.8869e-06
16.54,-5.90141e-06
16.545,-5.9156e-06
16.55,-5.92945e-06
16.555,-5.94296e-06
16.56,-5.95614e-06
16.565,-5.96898e-06
16.57,-5.98147e-06
16.575,-5.99363e-06
16.58,-6.00543e-06
16.585,-6.01689e-06
16.59,-6.028e-06
16.595,-6.03876e-06
16.6,-6.04917e-06
16.605,-6.05922e-06
16.61,-6.06891e-06
16.615,-6.07825e-06
16.62,-6.08722e-06
16.625,-6.09583e-06
16.63,-6.10408e-06
16.635,-6.11197e-06
16.64,-6.11948e-06
16.645,-6.12663e-06
16.65,-6.13341e-06
16.655,-6.13981e-06
16.66,-6.14584e-06
16.665,-6.1515e-06
16.67,-6.15678e-06
16.675,-6.16168e-06
16.68,-6.1662e-06
16.685,-6.17034e-06
16.69,-6.1741e-06
16.695,-6.17748e-06
16.7,-6.18047e-06
16.705,-6.18308e-06
16.71,-6.1853e-06
16.715,-6.18713e-06
16.72,-6.18857e-06
16.725,-6.18962e-06
16.73,-6.19028e-06
16.735,-6.19055e-06
16.74,-6.19042e-06
16.745,-6.1899e-06
16.75,-6.18899e-06
16.755,-6.18768e-06
16.76,-6.18597e-06
16.765,-6.18387e-06
16.77,-6.18137e-06
16.775,-6.17846e-06
16.78,-6.17516e-06
16.785,-6.17147e-06
16.79,-6.16737e-06
16.795,-6.16287e-06
16.8,-6.15796e-06
16.805,-6.15266e-06
16.81,-6.14696e-06
16.815,-6.14085e-06
16.82,-6.13435e-06
16.825,-6.12744e-06
16.83,-6.12013e-06
16.835,-6.11242e-06
16.84,-6.1043e-06
16.845,-6.09579e-06
16.85,-6.08687e-06
16.855,-6.07755e-06
16.86,-6.06783e-06
16.865,-6.05771e-06
16.87,-6.04719e-06
16.875,-6.03628e-06
16.88,-6.02496e-06
16.885,-6.01325e-06
16.89,-6.00113e-06
16.895,-5.98863e-06
16.9,-5.97572e-06
16.905,-5.96243e-06
16.91,-5.94874e-06
16.915,-5.93465e-06
16.92,-5.9213e-06
16.925,-5.90535e-06
16.93,-5.8902e-06
16.935,-5.87473e-06
16.94,-5.85894e-06
16.945,-5.84284e-06
16.95,-5.82642e-06
16.955,-5.80969e-06
16.96,-5.79266e-06
16.965,-5.77532e-06
16.97,-5.75769e-06
16.975,-5.73975e-06
16.98,-5.72152e-06
16.985,-5.70301e-06
16.99,-5.6842e-06
16.995,-5.66511e-06
17,-5.64574e-06
17.005,-5.6261e-06
17.01,-5.60618e-06
17.015,-5.586e-06
17.02,-5.56555e-06
17.025,-5.54485e-06
17.03,-5.52388e-06
17.035,-5.50267e-06
17.04,-5.48122e-06
17.045,-5.45952e-06
17.05,-5.43759e-06
17.055,-5.41543e-06
17.06,-5.39304e-06
17.065,-5.37043e-06
17.07,-5.34761e-06
17.075,-5.32458e-06
17.08,-5.30135e-06
17.085,-5.27792e-06
17.09,-5.25431e-06
17.095,-5.2305e-06
17.1,-5.20653e-06
17.105,-5.18237e-06
17.11,-5.15806e-06
17.115,-5.13359e-06
17.12,-5.10897e-06
17.125,-5.0842e-06
17.13,-5.0593e-06
17.135,-5.03427e-06
17.14,-5.00913e-06
17.145,-4.98387e-06
17.15,-4.95851e-06
17.155,-4.93305e-06
17.16,-4.9075e-06
17.165,-4.88188e-06
17.17,-4.85619e-06
17.175,-4.83044e-06
17.18,-4.80464e-06
17.185,-4.7788e-06
17.19,-4.75292e-06
17.195,-4.72703e-06
17.2,-4.70112e-06
17.205,-4.67522e-06
17.21,-4.64932e-06
17.215,-4.62345e-06
17.22,-4.59761e-06
17.225,-4.57181e-06
17.23,-4.54607e-06
17.235,-4.5204e-06
17.24,-4.4948e-06
17.245,-4.4693e-06
17.25,-4.4439e-06
17.255,-4.41862e-06
17.26,-4.39347e-06
17.265,-4.36846e-06
17.27,-4.34361e-06
17.275,-4.31893e-06
17.28,-4.29444e-06
17.285,-4.27015e-06
17.29,-4.24608e-06
17.295,-4.22223e-06
17.3,-4.19863e-06
17.305,-4.17529e-06
17.31,-4.15224e-06
17.315,-4.12947e-06
17.32,-4.10702e-06
17.325,-4.08489e-06
17.33,-4.06311e-06
17.335,-4.04169e-06
17.34,-4.02066e-06
17.345,-4.00002e-06
17.35,-3.9798e-06
17.355,-3.96003e-06
17.36,-3.9407e-06
17.365,-3.92186e-06
17.37,-3.90352e-06
17.375,-3.88569e-06
17.38,-3.8684e-06
17.385,-3.85167e-06
17.39,-3.83553e-06
17.395,-3.81999e-06
17.4,-3.80509e-06
17.405,-3.79083e-06
17.41,-3.77725e-06
17.415,-3.76437e-06
17.42,-3.75221e-06
17.425,-3.7408e-06
17.43,-3.73017e-06
17.435,-3.72034e-06
17.44,-3.71133e-06
17.445,-3.70318e-06
17.45,-3.69591e-06
17.455,-3.68956e-06
17.46,-3.68414e-06
17.465,-3.67969e-06
17.47,-3.67624e-06
17.475,-3.67381e-06
17.48,-3.67245e-06
17.485,-3.67217e-06
17.49,-3.67302e-06
17.495,-3.67502e-06
17.5,-3.67821e-06
17.505,-3.68262e-06
17.51,-3.68829e-06
17.515,-3.69525e-06
17.52,-3.70353e-06
17.525,-3.71318e-06
17.53,-3.72424e-06
17.535,-3.73672e-06
17.54,-3.75069e-06
17.545,-3.76618e-06
17.55,-3.78321e-06
17.555,-3.80185e-06
17.56,-3.82213e-06
17.565,-3.84408e-06
17.57,-3.86776e-06
17.575,-3.89321e-06
17.58,-3.92047e-06
17.585,-3.94959e-06
17.59,-3.98061e-06
17.595,-4.01358e-06
17.6,-4.04855e-06
17.605,-4.08557e-06
17.61,-4.12469e-06
17.615,-4.16595e-06
17.62,-4.20942e-06
17.625,-4.25514e-06
17.63,-4.30317e-06
17.635,-4.35356e-06
17.64,-4.40636e-06
17.645,-4.46164e-06
17.65,-4.51945e-06
17.655,-4.57985e-06
17.66,-4.6429e-06
17.665,-4.70867e-06
17.67,-4.7772e-06
17.675,-4.84857e-06
17.68,-4.92285e-06
17.685,-5.00009e-06
17.69,-5.08037e-06
17.695,-5.16374e-06
17.7,-5.25029e-06
17.705,-5.34009e-06
17.71,-5.43319e-06
17.715,-5.52969e-06
17.72,-5.62965e-06
17.725,-5.73314e-06
17.73,-5.84026e-06
17.735,-5.95107e-06
17.74,-6.06565e-06
17.745,-6.1841e-06
17.75,-6.30649e-06
17.755,-6.4329e-06
17.76,-6.56343e-06
17.765,-6.69816e-06
17.77,-6.83719e-06
17.775,-6.9806e-06
17.78,-7.12848e-06
17.785,-7.28095e-06
17.79,-7.43808e-06
17.795,-7.59998e-06
17.8,-7.76676e-06
17.805,-7.9385e-06
17.81,-8.11533e-06
17.815,-8.29734e-06
17.82,-8.48465e-06
17.825,-8.67736e-06
17.83,-8.87559e-06
17.835,-9.07945e-06
17.84,-9.28906e-06
17.845,-9.50455e-06
17.85,-9.72602e-06
17.855,-9.95361e-06
17.86,-1.01874e-05
17.865,-1.04277e-05
17.87,-1.06744e-05
17.875,-1.09277e-05
17.88,-1.11878e-05
17.885,-1.14549e-05
17.89,-1.1729e-05
17.895,-1.20103e-05
17.9,-1.22989e-05
17.905,-1.25951e-05
17.91,-1.28989e-05
17.915,-1.32105e-05
17.92,-1.35301e-05
17.925,-1.38578e-05
17.93,-1.41938e-05
17.935,-1.45383e-05
17.94,-1.48914e-05
17.945,-1.52534e-05
17.95,-1.56243e-05
17.955,-1.60044e-05
17.96,-1.63939e-05
17.965,-1.67929e-05
17.97,-1.72017e-05
17.975,-1.76205e-05
17.98,-1.80494e-05
17.985,-1.84886e-05
17.99,-1.89385e-05
17.995,-1.93991e-05
18,-1.98707e-05
18.005,-2.03535e-05
18.01,-2.08478e-05
18.015,-2.13538e-05
18.02,-2.18717e-05
18.025,-2.24018e-05
18.03,-2.29443e-05
18.035,-2.34995e-05
18.04,-2.40676e-05
18.045,-2.46488e-05
18.05,-2.52436e-05
18.055,-2.5852e-05
18.06,-2.64745e-05
18.065,-2.71113e-05
18.07,-2.77626e-05
18.075,-2.84289e-05
18.08,-2.91103e-05
18.085,-2.98072e-05
18.09,-3.052e-05
18.095,-3.12488e-05
18.1,-3.19942e-05
18.105,-3.27563e-05
18.11,-3.35356e-05
18.115,-3.43325e-05
18.12,-3.51471e-05
18.125,-3.598e-05
18.13,-3.68315e-05
18.135,-3.7702e-05
18.14,-3.85919e-05
18.145,-3.95015e-05
18.15,-4.04313e-05
18.155,-4.13818e-05
18.16,-4.23532e-05
18.165,-4.33462e-05
18.17,-4.4361e-05
18.175,-4.53982e-05
18.18,-4.64582e-05
18.185,-4.75416e-05
18.19,-4.86487e-05
18.195,-4.97801e-05
18.2,-5.09363e-05
18.205,-5.21179e-05
18.21,-5.33253e-05
18.215,-5.4559e-05
18.22,-5.58198e-05
18.225,-5.7108e-05
18.23,-5.84243e-05
18.235,-5.97693e-05
18.24,-6.11436e-05
18.245,-6.25479e-05
18.25,-6.39826e-05
18.255,-6.54486e-05
18.26,-6.69465e-05
18.265,-6.84769e-05
18.27,-7.00405e-05
18.275,-7.16382e-05
18.28,-7.32705e-05
18.285,-7.49382e-05
18.29,-7.66422e-05
18.295,-7.83831e-05
18.3,-8.01618e-05
18.305,-8.19791e-05
18.31,-8.38359e-05
18.315,-8.5733e-05
18.32,-8.76712e-05
18.325,-8.96516e-05
18.33,-9.1675e-05
18.335,-9.37423e-05
18.34,-9.58546e-05
18.345,-9.80128e-05
18.35,-0.000100218
18.355,-0.000102471
18.36,-0.000104773
18.365,-0.000107126
18.37,-0.000109529
18.375,-0.000111985
18.38,-0.000114495
18.385,-0.000117059
18.39,-0.00011968
18.395,-0.000122358
18.4,-0.000125094
18.405,-0.000127891
18.41,-0.000130749
18.415,-0.000133669
18.42,-0.000136654
18.425,-0.000139704
18.43,-0.000142822
18.435,-0.000146008
18.44,-0.000149265
18.445,-0.000152594
18.45,-0.000155996
18.455,-0.000159474
18.46,-0.000163029
18.465,-0.000166664
18.47,-0.000170379
18.475,-0.000174177
18.48,-0.000178059
18.485,-0.000182029
18.49,-0.000186087
18.495,-0.000190237
18.5,-0.00019448
18.505,-0.000198818
18.51,-0.000203255
18.515,-0.000207791
18.52,-0.000212431
18.525,-0.000217175
18.53,-0.000222028
18.535,-0.000226991
18.54,-0.000232068
18.545,-0.00023726
18.55,-0.000242572
18.555,-0.000248006
18.56,-0.000253565
18.565,-0.000259252
18.57,-0.000265071
18.575,-0.000271026
18.58,-0.000277118
18.585,-0.000283353
18.59,-0.000289733
18.595,-0.000296263
18.6,-0.000302947
18.605,-0.000309788
18.61,-0.00031679
18.615,-0.000323959
18.62,-0.000331298
18.625,-0.000338812
18.63,-0.000346505
18.635,-0.000354383
18.64,-0.000362451
18.645,-0.000370713
18.65,-0.000379175
18.655,-0.000387843
18.66,-0.000396721
18.665,-0.000405817
18.67,-0.000415135
18.675,-0.000424683
18.68,-0.000434467
18.685,-0.000444493
18.69,-0.000454769
18.695,-0.000465301
18.7,-0.000476096
18.705,-0.000487163
18.71,-0.00049851
18.715,-0.000510144
18.72,-0.000522074
18.725,-0.000534308
18.73,-0.000546856
18.735,-0.000559727
18.74,-0.000572931
18.745,-0.000586477
18.75,-0.000600377
18.755,-0.00061464
18.76,-0.000629279
18.765,-0.000644304
18.77,-0.000659727
18.775,-0.000675562
18.78,-0.00069182
18.785,-0.000708516
18.79,-0.000725663
18.795,-0.000743276
18.8,-0.000761369
18.805,-0.000779958
18.81,-0.00079906
18.815,-0.00081869
18.82,-0.000838868
18.825,-0.000859609
18.83,-0.000880935
18.835,-0.000902863
18.84,-0.000925415
18.845,-0.000948612
18.85,-0.000972476
18.855,-0.000997029
18.86,-0.0010223
18.865,-0.0010483
18.87,-0.00107507
18.875,-0.00110264
18.88,-0.00113102
18.885,-0.00116026
18.89,-0.00119037
18.895,-0.0012214
18.9,-0.00125338
18.905,-0.00128633
18.91,-0.00132031
18.915,-0.00135534
18.92,-0.00139147
18.925,-0.00142874
18.93,-0.0014672
18.935,-0.00150688
18.94,-0.00154784
18.945,-0.00159013
18.95,-0.0016338
18.955,-0.0016789
18.96,-0.0017255
18.965,-0.00177366
18.97,-0.00182344
18.975,-0.0018749
18.98,-0.00192812
18.985,-0.00198318
18.99,-0.00204015
18.995,-0.00209911
19,-0.00216015
19.005,-0.00222337
19.01,-0.00228885
19.015,-0.00235671
19.02,-0.00242704
19.025,-0.00249996
19.03,-0.0025756
19.035,-0.00265407
19.04,-0.00273551
19.045,-0.00282007
19.05,-0.00290788
19.055,-0.00299912
19.06,-0.00309394
19.065,-0.00319253
19.07,-0.00329508
19.075,-0.00340178
19.08,-0.00351286
19.085,-0.00362853
19.09,-0.00374904
19.095,-0.00387464
19.1,-0.00400562
19.105,-0.00414226
19.11,-0.00428487
19.115,-0.00443379
19.12,-0.00458938
19.125,-0.00475201
19.13,-0.0049221
19.135,-0.00510008
19.14,-0.00528643
19.145,-0.00548164
19.15,-0.00568627
19.155,-0.00590089
19.16,-0.00612614
19.165,-0.0063627
19.17,-0.00661129
19.175,-0.00687271
19.18,-0.00714782
19.185,-0.00743754
19.19,-0.00774289
19.195,-0.00806496
19.2,-0.00840493
19.205,-0.00876411
19.21,-0.0091439
19.215,-0.00954586
19.22,-0.00997167
19.225,-0.0104232
19.23,-0.0109024
19.235,-0.0114116
19.24,-0.0119533
19.245,-0.01253
19.25,-0.0131449
19.255,-0.0138012
19.26,-0.0145027
19.265,-0.0152534
19.27,-0.0160579
19.275,-0.0169212
19.28,-0.0178492
19.285,-0.0188481
19.29,-0.0199253
19.295,-0.0210889
19.3,-0.022348
19.305,-0.0237131
19.31,-0.0251962
19.315,-0.0268109
19.32,-0.0285727
19.325,-0.0304998
19.33,-0.0326128
19.335,-0.0349359
19.34,-0.0374972
19.345,-0.0403297
19.35,-0.0434722
19.355,-0.0469705
19.36,-0.0508793
19.365,-0.0552641
19.37,-0.0602036
19.375,-0.0657935
19.38,-0.072151
19.385,-0.0794205
19.39,-0.0877814
19.395,-0.0974594
19.4,-0.108741
19.405,-0.121993
19.41,-0.137695
19.415,-0.156477
19.42,-0.179184
19.425,-0.206967
19.43,-0.241425
19.435,-0.284831
19.44,-0.340491
19.445,-0.41336
19.45,-0.511103
19.455,-0.646036
19.46,-0.838835
19.465,-1.12604
19.47,-1.57619
19.475,-2.32734
19.48,-3.68229
19.485,-6.39419
19.49,-13.0734
19.495,-21.1215
19.5,-8.56406
19.505,-4.71534
19.51,-2.90902
19.515,-1.94178
19.52,-1.37609
19.525,-1.02159
19.53,-0.786718
19.535,-0.623894
19.54,-0.506735
19.545,-0.419787
19.55,-0.353561
19.555,-0.301993
19.56,-0.261071
19.565,-0.22806
19.57,-0.201048
19.575,-0.178664
19.58,-0.159907
19.585,-0.144032
19.59,-0.130476
19.595,-0.118806
19.6,-0.108687
19.605,-0.0998541
19.61,-0.0920967
19.615,-0.085246
19.62,-0.079165
19.625,-0.0737416
19.63,-0.0688836
19.635,-0.0645143
19.64,-0.0605696
19.645,-0.0569957
19.65,-0.053747
19.655,-0.0507848
19.66,-0.048076
19.665,-0.0455921
19.67,-0.0433086
19.675,-0.0412042
19.68,-0.0392603
19.685,-0.0374609
19.69,-0.0357917
19.695,-0.0342404
19.7,-0.0327957
19.705,-0.0314482
19.71,-0.030189
19.715,-0.0290105
19.72,-0.0279059
19.725,-0.0268689
19.73,-0.0258941
19.735,-0.0249765
19.74,-0.0241116
19.745,-0.0232953
19.75,-0.0225241
19.755,-0.0217946
19.76,-0.0211038
19.765,-0.0204489
19.77,-0.0198274
19.775,-0.0192371
19.78,-0.0186758
19.785,-0.0181416
19.79,-0.0176328
19.795,-0.0171478
19.8,-0.016685
19.805,-0.0162431
19.81,-0.0158209
19.815,-0.015417
19.82,-0.0150305
19.825,-0.0146604
19.83,-0.0143057
19.835,-0.0139655
19.84,-0.013639
19.845,-0.0133256
19.85,-0.0130244
19.855,-0.0127349
19.86,-0.0124564
19.865,-0.0121884
19.87,-0.0119302
19.875,-0.0116816
19.88,-0.0114418
19.885,-0.0112106
19.89,-0.0109875
19.895,-0.0107721
19.9,-0.0105641
19.905,-0.0103631
19.91,-0.0101688
19.915,-0.00998088
19.92,-0.00979906
19.925,-0.00962308
19.93,-0.00945267
19.935,-0.0092876
19.94,-0.00912764
19.945,-0.00897256
19.95,-0.00882218
19.955,-0.00867629
19.96,-0.00853471
19.965,-0.00839726
19.97,-0.00826379
19.975,-0.00813412
19.98,-0.00800812
19.985,-0.00788565
19.99,-0.00776655
19.995,-0.00765072
20,-0.00753802
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\sondata\DARTWARS_TestChip_res2_w2_l320_param.son DE_EMBEDDED Lk=5.5 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320_param
1,-1.70763e-05
1.005,-1.72335e-05
1.01,-1.73916e-05
1.015,-1.75509e-05
1.02,-1.77112e-05
1.025,-1.78726e-05
1.03,-1.8035e-05
1.035,-1.81986e-05
1.04,-1.83631e-05
1.045,-1.85287e-05
1.05,-1.86954e-05
1.055,-1.88631e-05
1.06,-1.90319e-05
1.065,-1.92016e-05
1.07,-1.93724e-05
1.075,-1.95443e-05
1.08,-1.97171e-05
1.085,-1.9891e-05
1.09,-2.00658e-05
1.095,-2.02417e-05
1.1,-2.04186e-05
1.105,-2.05965e-05
1.11,-2.07754e-05
1.115,-2.09552e-05
1.12,-2.11361e-05
1.125,-2.13179e-05
1.13,-2.15007e-05
1.135,-2.16845e-05
1.14,-2.18693e-05
1.145,-2.2055e-05
1.15,-2.22417e-05
1.155,-2.24293e-05
1.16,-2.26179e-05
1.165,-2.28074e-05
1.17,-2.29979e-05
1.175,-2.31894e-05
1.18,-2.33817e-05
1.185,-2.35751e-05
1.19,-2.37693e-05
1.195,-2.39645e-05
1.2,-2.41606e-05
1.205,-2.43576e-05
1.21,-2.45555e-05
1.215,-2.47543e-05
1.22,-2.49541e-05
1.225,-2.51547e-05
1.23,-2.53563e-05
1.235,-2.55588e-05
1.24,-2.57621e-05
1.245,-2.59663e-05
1.25,-2.61715e-05
1.255,-2.63775e-05
1.26,-2.65844e-05
1.265,-2.67921e-05
1.27,-2.70008e-05
1.275,-2.72103e-05
1.28,-2.74207e-05
1.285,-2.76319e-05
1.29,-2.7844e-05
1.295,-2.8057e-05
1.3,-2.82708e-05
1.305,-2.84855e-05
1.31,-2.8701e-05
1.315,-2.89174e-05
1.32,-2.91345e-05
1.325,-2.93526e-05
1.33,-2.95714e-05
1.335,-2.97911e-05
1.34,-3.00117e-05
1.345,-3.0233e-05
1.35,-3.04552e-05
1.355,-3.06782e-05
1.36,-3.0902e-05
1.365,-3.11266e-05
1.37,-3.1352e-05
1.375,-3.15783e-05
1.38,-3.18053e-05
1.385,-3.20331e-05
1.39,-3.22618e-05
1.395,-3.24912e-05
1.4,-3.27214e-05
1.405,-3.29524e-05
1.41,-3.31842e-05
1.415,-3.34168e-05
1.42,-3.36501e-05
1.425,-3.38842e-05
1.43,-3.41191e-05
1.435,-3.43548e-05
1.44,-3.45912e-05
1.445,-3.48285e-05
1.45,-3.50664e-05
1.455,-3.53051e-05
1.46,-3.55446e-05
1.465,-3.57849e-05
1.47,-3.60259e-05
1.475,-3.62676e-05
1.48,-3.65101e-05
1.485,-3.67533e-05
1.49,-3.69973e-05
1.495,-3.7242e-05
1.5,-3.74874e-05
1.505,-3.77336e-05
1.51,-3.79805e-05
1.515,-3.82281e-05
1.52,-3.84765e-05
1.525,-3.87256e-05
1.53,-3.89754e-05
1.535,-3.92259e-05
1.54,-3.94771e-05
1.545,-3.97291e-05
1.55,-3.99817e-05
1.555,-4.02351e-05
1.56,-4.04892e-05
1.565,-4.07439e-05
1.57,-4.09994e-05
1.575,-4.12556e-05
1.58,-4.15124e-05
1.585,-4.177e-05
1.59,-4.20283e-05
1.595,-4.22872e-05
1.6,-4.25468e-05
1.605,-4.28071e-05
1.61,-4.30681e-05
1.615,-4.33298e-05
1.62,-4.35921e-05
1.625,-4.38552e-05
1.63,-4.41189e-05
1.635,-4.43832e-05
1.64,-4.46483e-05
1.645,-4.4914e-05
1.65,-4.51804e-05
1.655,-4.54474e-05
1.66,-4.57151e-05
1.665,-4.59834e-05
1.67,-4.62524e-05
1.675,-4.65221e-05
1.68,-4.67924e-05
1.685,-4.70633e-05
1.69,-4.73349e-05
1.695,-4.76072e-05
1.7,-4.78801e-05
1.705,-4.81536e-05
1.71,-4.84278e-05
1.715,-4.87026e-05
1.72,-4.89781e-05
1.725,-4.92541e-05
1.73,-4.95308e-05
1.735,-4.98082e-05
1.74,-5.00861e-05
1.745,-5.03647e-05
1.75,-5.06439e-05
1.755,-5.09238e-05
1.76,-5.12042e-05
1.765,-5.14853e-05
1.77,-5.1767e-05
1.775,-5.20493e-05
1.78,-5.23322e-05
1.785,-5.26157e-05
1.79,-5.28999e-05
1.795,-5.31846e-05
1.8,-5.34699e-05
1.805,-5.37559e-05
1.81,-5.40424e-05
1.815,-5.43296e-05
1.82,-5.46173e-05
1.825,-5.49056e-05
1.83,-5.51946e-05
1.835,-5.54841e-05
1.84,-5.57742e-05
1.845,-5.60649e-05
1.85,-5.63562e-05
1.855,-5.66481e-05
1.86,-5.69405e-05
1.865,-5.72336e-05
1.87,-5.75272e-05
1.875,-5.78214e-05
1.88,-5.81161e-05
1.885,-5.84115e-05
1.89,-5.87074e-05
1.895,-5.90039e-05
1.9,-5.9301e-05
1.905,-5.95986e-05
1.91,-5.98968e-05
1.915,-6.01955e-05
1.92,-6.04949e-05
1.925,-6.07948e-05
1.93,-6.10952e-05
1.935,-6.13962e-05
1.94,-6.16978e-05
1.945,-6.19999e-05
1.95,-6.23026e-05
1.955,-6.26058e-05
1.96,-6.29096e-05
1.965,-6.32139e-05
1.97,-6.35187e-05
1.975,-6.38242e-05
1.98,-6.41301e-05
1.985,-6.44366e-05
1.99,-6.47437e-05
1.995,-6.50513e-05
2,-6.53594e-05
2.005,-6.56681e-05
2.01,-6.59773e-05
2.015,-6.6287e-05
2.02,-6.65973e-05
2.025,-6.6908e-05
2.03,-6.72194e-05
2.035,-6.75312e-05
2.04,-6.78436e-05
2.045,-6.81565e-05
2.05,-6.84699e-05
2.055,-6.87839e-05
2.06,-6.90984e-05
2.065,-6.94134e-05
2.07,-6.97289e-05
2.075,-7.00449e-05
2.08,-7.03614e-05
2.085,-7.06785e-05
2.09,-7.09961e-05
2.095,-7.13142e-05
2.1,-7.16327e-05
2.105,-7.19518e-05
2.11,-7.22714e-05
2.115,-7.25916e-05
2.12,-7.29122e-05
2.125,-7.32333e-05
2.13,-7.35549e-05
2.135,-7.3877e-05
2.14,-7.41996e-05
2.145,-7.45228e-05
2.15,-7.48464e-05
2.155,-7.51705e-05
2.16,-7.54951e-05
2.165,-7.58202e-05
2.17,-7.61458e-05
2.175,-7.64718e-05
2.18,-7.67984e-05
2.185,-7.71254e-05
2.19,-7.7453e-05
2.195,-7.7781e-05
2.2,-7.81095e-05
2.205,-7.84385e-05
2.21,-7.87679e-05
2.215,-7.90979e-05
2.22,-7.94283e-05
2.225,-7.97592e-05
2.23,-8.00905e-05
2.235,-8.04224e-05
2.24,-8.07547e-05
2.245,-8.10875e-05
2.25,-8.14207e-05
2.255,-8.17544e-05
2.26,-8.20886e-05
2.265,-8.24233e-05
2.27,-8.27584e-05
2.275,-8.3094e-05
2.28,-8.343e-05
2.285,-8.37665e-05
2.29,-8.41035e-05
2.295,-8.44409e-05
2.3,-8.47787e-05
2.305,-8.51171e-05
2.31,-8.54559e-05
2.315,-8.57951e-05
2.32,-8.61348e-05
2.325,-8.64749e-05
2.33,-8.68155e-05
2.335,-8.71565e-05
2.34,-8.7498e-05
2.345,-8.78399e-05
2.35,-8.81823e-05
2.355,-8.85251e-05
2.36,-8.88684e-05
2.365,-8.92121e-05
2.37,-8.95562e-05
2.375,-8.99008e-05
2.38,-9.02458e-05
2.385,-9.05912e-05
2.39,-9.09371e-05
2.395,-9.12834e-05
2.4,-9.16301e-05
2.405,-9.19773e-05
2.41,-9.23249e-05
2.415,-9.26729e-05
2.42,-9.30213e-05
2.425,-9.33702e-05
2.43,-9.37195e-05
2.435,-9.40692e-05
2.44,-9.44193e-05
2.445,-9.47699e-05
2.45,-9.51208e-05
2.455,-9.54722e-05
2.46,-9.5824e-05
2.465,-9.61762e-05
2.47,-9.65289e-05
2.475,-9.68819e-05
2.48,-9.72353e-05
2.485,-9.75892e-05
2.49,-9.79435e-05
2.495,-9.82981e-05
2.5,-9.86532e-05
2.505,-9.90087e-05
2.51,-9.93646e-05
2.515,-9.97209e-05
2.52,-0.000100078
2.525,-0.000100435
2.53,-0.000100792
2.535,-0.00010115
2.54,-0.000101508
2.545,-0.000101867
2.55,-0.000102226
2.555,-0.000102585
2.56,-0.000102945
2.565,-0.000103305
2.57,-0.000103666
2.575,-0.000104027
2.58,-0.000104388
2.585,-0.00010475
2.59,-0.000105112
2.595,-0.000105475
2.6,-0.000105838
2.605,-0.000106201
2.61,-0.000106565
2.615,-0.000106929
2.62,-0.000107293
2.625,-0.000107658
2.63,-0.000108023
2.635,-0.000108389
2.64,-0.000108754
2.645,-0.000109121
2.65,-0.000109487
2.655,-0.000109854
2.66,-0.000110222
2.665,-0.000110589
2.67,-0.000110957
2.675,-0.000111326
2.68,-0.000111694
2.685,-0.000112064
2.69,-0.000112433
