info,"empty cavity, three port configuration for S21 = H_i + H_o"
time,2025-05-09 11:40:54.391588
temperature,0.0646K
min_freq,7411250000.0Hz
max_freq,7511250000.0Hz
point_count,10000
timeout,360000.0ms
avg_count,10
bandwidth,1000Hz
power,-10dBm
