C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\DARTWARS_TestChip_res1_w1_l280_param.son DE_EMBEDDED Lk=8.5 l=280.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res1_w1_l280_param
11.654,-0.00230005
11.656,-0.00229956
11.658,-0.00229907
11.66,-0.00229858
11.662,-0.00229809
11.664,-0.0022976
11.666,-0.00229711
11.668,-0.00229661
11.67,-0.00229612
11.672,-0.00229563
11.674,-0.00229514
11.676,-0.00229464
11.678,-0.00229415
11.68,-0.00229366
11.682,-0.00229316
11.684,-0.00229267
11.686,-0.00229217
11.688,-0.00229168
11.69,-0.00229118
11.692,-0.00229069
11.694,-0.00229019
11.696,-0.00228969
11.698,-0.00228919
11.7,-0.0022887
11.702,-0.0022882
11.704,-0.0022877
11.706,-0.0022872
11.708,-0.0022867
11.71,-0.0022862
11.712,-0.0022857
11.714,-0.0022852
11.716,-0.0022847
11.718,-0.0022842
11.72,-0.0022837
11.722,-0.0022832
11.724,-0.0022827
11.726,-0.00228219
11.728,-0.00228169
11.73,-0.00228119
11.732,-0.00228068
11.734,-0.00228018
11.736,-0.00227968
11.738,-0.00227917
11.74,-0.00227867
11.742,-0.00227816
11.744,-0.00227765
11.746,-0.00227715
11.748,-0.00227664
11.75,-0.00227613
11.752,-0.00227563
11.754,-0.00227512
11.756,-0.00227461
11.758,-0.0022741
11.76,-0.00227359
11.762,-0.00227308
11.764,-0.00227257
11.766,-0.00227206
11.768,-0.00227155
11.77,-0.00227104
11.772,-0.00227053
11.774,-0.00227002
11.776,-0.00226951
11.778,-0.002269
11.78,-0.00226848
11.782,-0.00226797
11.784,-0.00226746
11.786,-0.00226694
11.788,-0.00226643
11.79,-0.00226592
11.792,-0.0022654
11.794,-0.00226489
11.796,-0.00226437
11.798,-0.00226385
11.8,-0.00226334
11.802,-0.00226282
11.804,-0.0022623
11.806,-0.00226179
11.808,-0.00226127
11.81,-0.00226075
11.812,-0.00226023
11.814,-0.00225971
11.816,-0.00225919
11.818,-0.00225867
11.82,-0.00225815
11.822,-0.00225763
11.824,-0.00225711
11.826,-0.00225659
11.828,-0.00225607
11.83,-0.00225555
11.832,-0.00225503
11.834,-0.0022545
11.836,-0.00225398
11.838,-0.00225346
11.84,-0.00225293
11.842,-0.00225241
11.844,-0.00225189
11.846,-0.00225136
11.848,-0.00225084
11.85,-0.00225031
11.852,-0.00224978
11.854,-0.00224926
11.856,-0.00224873
11.858,-0.00224821
11.86,-0.00224768
11.862,-0.00224715
11.864,-0.00224662
11.866,-0.00224609
11.868,-0.00224556
11.87,-0.00224504
11.872,-0.00224451
11.874,-0.00224398
11.876,-0.00224345
11.878,-0.00224292
11.88,-0.00224238
11.882,-0.00224185
11.884,-0.00224132
11.886,-0.00224079
11.888,-0.00224026
11.89,-0.00223972
11.892,-0.00223919
11.894,-0.00223866
11.896,-0.00223812
11.898,-0.00223759
11.9,-0.00223706
11.902,-0.00223652
11.904,-0.00223599
11.906,-0.00223545
11.908,-0.00223491
11.91,-0.00223438
11.912,-0.00223384
11.914,-0.0022333
11.916,-0.00223277
11.918,-0.00223223
11.92,-0.00223169
11.922,-0.00223115
11.924,-0.00223061
11.926,-0.00223007
11.928,-0.00222953
11.93,-0.00222899
11.932,-0.00222845
11.934,-0.00222791
11.936,-0.00222737
11.938,-0.00222683
11.94,-0.00222629
11.942,-0.00222575
11.944,-0.0022252
11.946,-0.00222466
11.948,-0.00222412
11.95,-0.00222358
11.952,-0.00222303
11.954,-0.00222249
11.956,-0.00222194
11.958,-0.0022214
11.96,-0.00222085
11.962,-0.00222031
11.964,-0.00221976
11.966,-0.00221921
11.968,-0.00221867
11.97,-0.00221812
11.972,-0.00221757
11.974,-0.00221703
11.976,-0.00221648
11.978,-0.00221593
11.98,-0.00221538
11.982,-0.00221483
11.984,-0.00221428
11.986,-0.00221373
11.988,-0.00221318
11.99,-0.00221263
11.992,-0.00221208
11.994,-0.00221153
11.996,-0.00221098
11.998,-0.00221043
12,-0.00220987
12.002,-0.00220932
12.004,-0.00220877
12.006,-0.00220821
12.008,-0.00220766
12.01,-0.00220711
12.012,-0.00220655
12.014,-0.002206
12.016,-0.00220544
12.018,-0.00220489
12.02,-0.00220433
12.022,-0.00220377
12.024,-0.00220322
12.026,-0.00220266
12.028,-0.0022021
12.03,-0.00220155
12.032,-0.00220099
12.034,-0.00220043
12.036,-0.00219987
12.038,-0.00219931
12.04,-0.00219875
12.042,-0.00219819
12.044,-0.00219763
12.046,-0.00219707
12.048,-0.00219651
12.05,-0.00219595
12.052,-0.00219539
12.054,-0.00219483
12.056,-0.00219427
12.058,-0.0021937
12.06,-0.00219314
12.062,-0.00219258
12.064,-0.00219202
12.066,-0.00219145
12.068,-0.00219089
12.07,-0.00219032
12.072,-0.00218976
12.074,-0.00218919
12.076,-0.00218863
12.078,-0.00218806
12.08,-0.0021875
12.082,-0.00218693
12.084,-0.00218636
12.086,-0.0021858
12.088,-0.00218523
12.09,-0.00218466
12.092,-0.00218409
12.094,-0.00218352
12.096,-0.00218295
12.098,-0.00218239
12.1,-0.00218182
12.102,-0.00218125
12.104,-0.00218068
12.106,-0.00218011
12.108,-0.00217953
12.11,-0.00217896
12.112,-0.00217839
12.114,-0.00217782
12.116,-0.00217725
12.118,-0.00217667
12.12,-0.0021761
12.122,-0.00217553
12.124,-0.00217495
12.126,-0.00217438
12.128,-0.00217381
12.13,-0.00217323
12.132,-0.00217266
12.134,-0.00217208
12.136,-0.00217151
12.138,-0.00217093
12.14,-0.00217035
12.142,-0.00216978
12.144,-0.0021692
12.146,-0.00216862
12.148,-0.00216805
12.15,-0.00216747
12.152,-0.00216689
12.154,-0.00216631
12.156,-0.00216573
12.158,-0.00216515
12.16,-0.00216457
12.162,-0.00216399
12.164,-0.00216341
12.166,-0.00216283
12.168,-0.00216225
12.17,-0.00216167
12.172,-0.00216109
12.174,-0.00216051
12.176,-0.00215992
12.178,-0.00215934
12.18,-0.00215876
12.182,-0.00215818
12.184,-0.00215759
12.186,-0.00215701
12.188,-0.00215642
12.19,-0.00215584
12.192,-0.00215526
12.194,-0.00215467
12.196,-0.00215408
12.198,-0.0021535
12.2,-0.00215291
12.202,-0.00215233
12.204,-0.00215174
12.206,-0.00215115
12.208,-0.00215056
12.21,-0.00214998
12.212,-0.00214939
12.214,-0.0021488
12.216,-0.00214821
12.218,-0.00214762
12.22,-0.00214703
12.222,-0.00214644
12.224,-0.00214585
12.226,-0.00214526
12.228,-0.00214467
12.23,-0.00214408
12.232,-0.00214349
12.234,-0.0021429
12.236,-0.00214231
12.238,-0.00214171
12.24,-0.00214112
12.242,-0.00214053
12.244,-0.00213994
12.246,-0.00213934
12.248,-0.00213875
12.25,-0.00213815
12.252,-0.00213756
12.254,-0.00213697
12.256,-0.00213637
12.258,-0.00213577
12.26,-0.00213518
12.262,-0.00213458
12.264,-0.00213399
12.266,-0.00213339
12.268,-0.00213279
12.27,-0.0021322
12.272,-0.0021316
12.274,-0.002131
12.276,-0.0021304
12.278,-0.0021298
12.28,-0.0021292
12.282,-0.0021286
12.284,-0.00212801
12.286,-0.00212741
12.288,-0.00212681
12.29,-0.0021262
12.292,-0.0021256
12.294,-0.002125
12.296,-0.0021244
12.298,-0.0021238
12.3,-0.0021232
12.302,-0.0021226
12.304,-0.00212199
12.306,-0.00212139
12.308,-0.00212079
12.31,-0.00212018
12.312,-0.00211958
12.314,-0.00211898
12.316,-0.00211837
12.318,-0.00211777
12.32,-0.00211716
12.322,-0.00211656
12.324,-0.00211595
12.326,-0.00211534
12.328,-0.00211474
12.33,-0.00211413
12.332,-0.00211352
12.334,-0.00211292
12.336,-0.00211231
12.338,-0.0021117
12.34,-0.00211109
12.342,-0.00211049
12.344,-0.00210988
12.346,-0.00210927
12.348,-0.00210866
12.35,-0.00210805
12.352,-0.00210744
12.354,-0.00210683
12.356,-0.00210622
12.358,-0.00210561
12.36,-0.002105
12.362,-0.00210438
12.364,-0.00210377
12.366,-0.00210316
12.368,-0.00210255
12.37,-0.00210194
12.372,-0.00210132
12.374,-0.00210071
12.376,-0.0021001
12.378,-0.00209948
12.38,-0.00209887
12.382,-0.00209825
12.384,-0.00209764
12.386,-0.00209702
12.388,-0.00209641
12.39,-0.00209579
12.392,-0.00209518
12.394,-0.00209456
12.396,-0.00209395
12.398,-0.00209333
12.4,-0.00209271
12.402,-0.00209209
12.404,-0.00209148
12.406,-0.00209086
12.408,-0.00209024
12.41,-0.00208962
12.412,-0.002089
12.414,-0.00208838
12.416,-0.00208776
12.418,-0.00208715
12.42,-0.00208653
12.422,-0.0020859
12.424,-0.00208528
12.426,-0.00208466
12.428,-0.00208404
12.43,-0.00208342
12.432,-0.0020828
12.434,-0.00208218
12.436,-0.00208156
12.438,-0.00208093
12.44,-0.00208031
12.442,-0.00207969
12.444,-0.00207906
12.446,-0.00207844
12.448,-0.00207782
12.45,-0.00207719
12.452,-0.00207657
12.454,-0.00207594
12.456,-0.00207532
12.458,-0.00207469
12.46,-0.00207407
12.462,-0.00207344
12.464,-0.00207281
12.466,-0.00207219
12.468,-0.00207156
12.47,-0.00207093
12.472,-0.00207031
12.474,-0.00206968
12.476,-0.00206905
12.478,-0.00206842
12.48,-0.0020678
12.482,-0.00206717
12.484,-0.00206654
12.486,-0.00206591
12.488,-0.00206528
12.49,-0.00206465
12.492,-0.00206402
12.494,-0.00206339
12.496,-0.00206276
12.498,-0.00206213
12.5,-0.0020615
12.502,-0.00206087
12.504,-0.00206023
12.506,-0.0020596
12.508,-0.00205897
12.51,-0.00205834
12.512,-0.0020577
12.514,-0.00205707
12.516,-0.00205644
12.518,-0.00205581
12.52,-0.00205517
12.522,-0.00205454
12.524,-0.0020539
12.526,-0.00205327
12.528,-0.00205263
12.53,-0.002052
12.532,-0.00205136
12.534,-0.00205073
12.536,-0.00205009
12.538,-0.00204946
12.54,-0.00204882
12.542,-0.00204818
12.544,-0.00204755
12.546,-0.00204691
12.548,-0.00204627
12.55,-0.00204563
12.552,-0.00204499
12.554,-0.00204436
12.556,-0.00204372
12.558,-0.00204308
12.56,-0.00204244
12.562,-0.0020418
12.564,-0.00204116
12.566,-0.00204052
12.568,-0.00203988
12.57,-0.00203924
12.572,-0.0020386
12.574,-0.00203796
12.576,-0.00203732
12.578,-0.00203668
12.58,-0.00203604
12.582,-0.00203539
12.584,-0.00203475
12.586,-0.00203411
12.588,-0.00203347
12.59,-0.00203282
12.592,-0.00203218
12.594,-0.00203154
12.596,-0.00203089
12.598,-0.00203025
12.6,-0.00202961
12.602,-0.00202896
12.604,-0.00202832
12.606,-0.00202767
12.608,-0.00202703
12.61,-0.00202638
12.612,-0.00202574
12.614,-0.00202509
12.616,-0.00202444
12.618,-0.0020238
12.62,-0.00202315
12.622,-0.0020225
12.624,-0.00202186
12.626,-0.00202121
12.628,-0.00202056
12.63,-0.00201992
12.632,-0.00201927
12.634,-0.00201862
12.636,-0.00201797
12.638,-0.00201732
12.64,-0.00201667
12.642,-0.00201602
12.644,-0.00201537
12.646,-0.00201472
12.648,-0.00201407
12.65,-0.00201342
12.652,-0.00201277
12.654,-0.00201212
12.656,-0.00201147
12.658,-0.00201082
12.66,-0.00201017
12.662,-0.00200952
12.664,-0.00200887
12.666,-0.00200821
12.668,-0.00200756
12.67,-0.00200691
12.672,-0.00200626
12.674,-0.0020056
12.676,-0.00200495
12.678,-0.0020043
12.68,-0.00200364
12.682,-0.00200299
12.684,-0.00200234
12.686,-0.00200168
12.688,-0.00200103
12.69,-0.00200037
12.692,-0.00199972
12.694,-0.00199906
12.696,-0.00199841
12.698,-0.00199775
12.7,-0.0019971
12.702,-0.00199644
12.704,-0.00199578
12.706,-0.00199513
12.708,-0.00199447
12.71,-0.00199381
12.712,-0.00199316
12.714,-0.0019925
12.716,-0.00199184
12.718,-0.00199118
12.72,-0.00199052
12.722,-0.00198987
12.724,-0.00198921
12.726,-0.00198855
12.728,-0.00198789
12.73,-0.00198723
12.732,-0.00198657
12.734,-0.00198591
12.736,-0.00198525
12.738,-0.00198459
12.74,-0.00198393
12.742,-0.00198327
12.744,-0.00198261
12.746,-0.00198195
12.748,-0.00198129
12.75,-0.00198063
12.752,-0.00197997
12.754,-0.0019793
12.756,-0.00197864
12.758,-0.00197798
12.76,-0.00197732
12.762,-0.00197666
12.764,-0.00197599
12.766,-0.00197533
12.768,-0.00197467
12.77,-0.001974
12.772,-0.00197334
12.774,-0.00197268
12.776,-0.00197201
12.778,-0.00197135
12.78,-0.00197068
12.782,-0.00197002
12.784,-0.00196935
12.786,-0.00196869
12.788,-0.00196802
12.79,-0.00196736
12.792,-0.00196669
12.794,-0.00196603
12.796,-0.00196536
12.798,-0.0019647
12.8,-0.00196403
12.802,-0.00196336
12.804,-0.0019627
12.806,-0.00196203
12.808,-0.00196136
12.81,-0.0019607
12.812,-0.00196003
12.814,-0.00195936
12.816,-0.00195869
12.818,-0.00195802
12.82,-0.00195736
12.822,-0.00195669
12.824,-0.00195602
12.826,-0.00195535
12.828,-0.00195468
12.83,-0.00195401
12.832,-0.00195334
12.834,-0.00195267
12.836,-0.001952
12.838,-0.00195133
12.84,-0.00195066
12.842,-0.00194999
12.844,-0.00194932
12.846,-0.00194865
12.848,-0.00194798
12.85,-0.00194731
12.852,-0.00194664
12.854,-0.00194597
12.856,-0.0019453
12.858,-0.00194462
12.86,-0.00194395
12.862,-0.00194328
12.864,-0.00194261
12.866,-0.00194194
12.868,-0.00194126
12.87,-0.00194059
12.872,-0.00193992
12.874,-0.00193924
12.876,-0.00193857
12.878,-0.0019379
12.88,-0.00193722
12.882,-0.00193655
12.884,-0.00193588
12.886,-0.0019352
12.888,-0.00193453
12.89,-0.00193385
12.892,-0.00193318
12.894,-0.0019325
12.896,-0.00193183
12.898,-0.00193115
12.9,-0.00193048
12.902,-0.0019298
12.904,-0.00192913
12.906,-0.00192845
12.908,-0.00192778
12.91,-0.0019271
12.912,-0.00192642
12.914,-0.00192575
12.916,-0.00192507
12.918,-0.0019244
12.92,-0.00192372
12.922,-0.00192304
12.924,-0.00192236
12.926,-0.00192169
12.928,-0.00192101
12.93,-0.00192033
12.932,-0.00191965
12.934,-0.00191898
12.936,-0.0019183
12.938,-0.00191762
12.94,-0.00191694
12.942,-0.00191626
12.944,-0.00191558
12.946,-0.00191491
12.948,-0.00191423
12.95,-0.00191355
12.952,-0.00191287
12.954,-0.00191219
12.956,-0.00191151
12.958,-0.00191083
12.96,-0.00191015
12.962,-0.00190947
12.964,-0.00190879
12.966,-0.00190811
12.968,-0.00190743
12.97,-0.00190675
12.972,-0.00190607
12.974,-0.00190539
12.976,-0.00190471
12.978,-0.00190403
12.98,-0.00190334
12.982,-0.00190266
12.984,-0.00190198
12.986,-0.0019013
12.988,-0.00190062
12.99,-0.00189994
12.992,-0.00189925
12.994,-0.00189857
12.996,-0.00189789
12.998,-0.00189721
13,-0.00189653
13.002,-0.00189584
13.004,-0.00189516
13.006,-0.00189448
13.008,-0.00189379
13.01,-0.00189311
13.012,-0.00189243
13.014,-0.00189174
13.016,-0.00189106
13.018,-0.00189038
13.02,-0.00188969
13.022,-0.00188901
13.024,-0.00188833
13.026,-0.00188764
13.028,-0.00188696
13.03,-0.00188627
13.032,-0.00188559
13.034,-0.0018849
13.036,-0.00188422
13.038,-0.00188354
13.04,-0.00188285
13.042,-0.00188217
13.044,-0.00188148
13.046,-0.00188079
13.048,-0.00188011
13.05,-0.00187942
13.052,-0.00187874
13.054,-0.00187805
13.056,-0.00187737
13.058,-0.00187668
13.06,-0.001876
13.062,-0.00187531
13.064,-0.00187462
13.066,-0.00187394
13.068,-0.00187325
13.07,-0.00187256
13.072,-0.00187188
13.074,-0.00187119
13.076,-0.0018705
13.078,-0.00186982
13.08,-0.00186913
13.082,-0.00186844
13.084,-0.00186776
13.086,-0.00186707
13.088,-0.00186638
13.09,-0.00186569
13.092,-0.00186501
13.094,-0.00186432
13.096,-0.00186363
13.098,-0.00186294
13.1,-0.00186226
13.102,-0.00186157
13.104,-0.00186088
13.106,-0.00186019
13.108,-0.0018595
13.11,-0.00185881
13.112,-0.00185813
13.114,-0.00185744
13.116,-0.00185675
13.118,-0.00185606
13.12,-0.00185537
13.122,-0.00185468
13.124,-0.00185399
13.126,-0.00185331
13.128,-0.00185262
13.13,-0.00185193
13.132,-0.00185124
13.134,-0.00185055
13.136,-0.00184986
13.138,-0.00184917
13.14,-0.00184848
13.142,-0.00184779
13.144,-0.0018471
13.146,-0.00184641
13.148,-0.00184572
13.15,-0.00184503
13.152,-0.00184434
13.154,-0.00184365
13.156,-0.00184296
13.158,-0.00184227
13.16,-0.00184158
13.162,-0.00184089
13.164,-0.0018402
13.166,-0.00183951
13.168,-0.00183882
13.17,-0.00183813
13.172,-0.00183744
13.174,-0.00183675
13.176,-0.00183606
13.178,-0.00183537
13.18,-0.00183468
13.182,-0.00183399
13.184,-0.0018333
13.186,-0.0018326
13.188,-0.00183191
13.19,-0.00183122
13.192,-0.00183053
13.194,-0.00182984
13.196,-0.00182915
13.198,-0.00182846
13.2,-0.00182777
13.202,-0.00182708
13.204,-0.00182638
13.206,-0.00182569
13.208,-0.001825
13.21,-0.00182431
13.212,-0.00182362
13.214,-0.00182293
13.216,-0.00182224
13.218,-0.00182154
13.22,-0.00182085
13.222,-0.00182016
13.224,-0.00181947
13.226,-0.00181878
13.228,-0.00181809
13.23,-0.00181739
13.232,-0.0018167
13.234,-0.00181601
13.236,-0.00181532
13.238,-0.00181463
13.24,-0.00181393
13.242,-0.00181324
13.244,-0.00181255
13.246,-0.00181186
13.248,-0.00181117
13.25,-0.00181047
13.252,-0.00180978
13.254,-0.00180909
13.256,-0.0018084
13.258,-0.00180771
13.26,-0.00180701
13.262,-0.00180632
13.264,-0.00180563
13.266,-0.00180494
13.268,-0.00180424
13.27,-0.00180355
13.272,-0.00180286
13.274,-0.00180217
13.276,-0.00180147
13.278,-0.00180078
13.28,-0.00180009
13.282,-0.0017994
13.284,-0.00179871
13.286,-0.00179801
13.288,-0.00179732
13.29,-0.00179663
13.292,-0.00179594
13.294,-0.00179524
13.296,-0.00179455
13.298,-0.00179386
13.3,-0.00179317
13.302,-0.00179247
13.304,-0.00179178
13.306,-0.00179109
13.308,-0.0017904
13.31,-0.00178971
13.312,-0.00178901
13.314,-0.00178832
13.316,-0.00178763
13.318,-0.00178694
13.32,-0.00178624
13.322,-0.00178555
13.324,-0.00178486
13.326,-0.00178417
13.328,-0.00178347
13.33,-0.00178278
13.332,-0.00178209
13.334,-0.0017814
13.336,-0.00178071
13.338,-0.00178001
13.34,-0.00177932
13.342,-0.00177863
13.344,-0.00177794
13.346,-0.00177725
13.348,-0.00177655
13.35,-0.00177586
13.352,-0.00177517
13.354,-0.00177448
13.356,-0.00177379
13.358,-0.00177309
13.36,-0.0017724
13.362,-0.00177171
13.364,-0.00177102
13.366,-0.00177033
13.368,-0.00176963
13.37,-0.00176894
13.372,-0.00176825
13.374,-0.00176756
13.376,-0.00176687
13.378,-0.00176618
13.38,-0.00176549
13.382,-0.00176479
13.384,-0.0017641
13.386,-0.00176341
13.388,-0.00176272
13.39,-0.00176203
13.392,-0.00176134
13.394,-0.00176065
13.396,-0.00175996
13.398,-0.00175926
13.4,-0.00175857
13.402,-0.00175788
13.404,-0.00175719
13.406,-0.0017565
13.408,-0.00175581
13.41,-0.00175512
13.412,-0.00175443
13.414,-0.00175374
13.416,-0.00175305
13.418,-0.00175236
13.42,-0.00175167
13.422,-0.00175098
13.424,-0.00175029
13.426,-0.0017496
13.428,-0.00174891
13.43,-0.00174822
13.432,-0.00174752
13.434,-0.00174684
13.436,-0.00174615
13.438,-0.00174546
13.44,-0.00174477
13.442,-0.00174408
13.444,-0.00174339
13.446,-0.0017427
13.448,-0.00174201
13.45,-0.00174132
13.452,-0.00174063
13.454,-0.00173994
13.456,-0.00173925
13.458,-0.00173856
13.46,-0.00173787
13.462,-0.00173718
13.464,-0.0017365
13.466,-0.00173581
13.468,-0.00173512
13.47,-0.00173443
13.472,-0.00173374
13.474,-0.00173305
13.476,-0.00173236
13.478,-0.00173168
13.48,-0.00173099
13.482,-0.0017303
13.484,-0.00172961
13.486,-0.00172893
13.488,-0.00172824
13.49,-0.00172755
13.492,-0.00172686
13.494,-0.00172618
13.496,-0.00172549
13.498,-0.0017248
13.5,-0.00172411
13.502,-0.00172343
13.504,-0.00172274
13.506,-0.00172205
13.508,-0.00172137
13.51,-0.00172068
13.512,-0.00171999
13.514,-0.00171931
13.516,-0.00171862
13.518,-0.00171794
13.52,-0.00171725
13.522,-0.00171656
13.524,-0.00171588
13.526,-0.00171519
13.528,-0.00171451
13.53,-0.00171382
13.532,-0.00171314
13.534,-0.00171245
13.536,-0.00171177
13.538,-0.00171108
13.54,-0.0017104
13.542,-0.00170971
13.544,-0.00170903
13.546,-0.00170835
13.548,-0.00170766
13.55,-0.00170698
13.552,-0.00170629
13.554,-0.00170561
13.556,-0.00170493
13.558,-0.00170424
13.56,-0.00170356
13.562,-0.00170288
13.564,-0.0017022
13.566,-0.00170151
13.568,-0.00170083
13.57,-0.00170015
13.572,-0.00169947
13.574,-0.00169878
13.576,-0.0016981
13.578,-0.00169742
13.58,-0.00169674
13.582,-0.00169606
13.584,-0.00169537
13.586,-0.00169469
13.588,-0.00169401
13.59,-0.00169333
13.592,-0.00169265
13.594,-0.00169197
13.596,-0.00169129
13.598,-0.00169061
13.6,-0.00168993
13.602,-0.00168925
13.604,-0.00168857
13.606,-0.00168789
13.608,-0.00168721
13.61,-0.00168653
13.612,-0.00168585
13.614,-0.00168517
13.616,-0.0016845
13.618,-0.00168382
13.62,-0.00168314
13.622,-0.00168246
13.624,-0.00168178
13.626,-0.00168111
13.628,-0.00168043
13.63,-0.00167975
13.632,-0.00167907
13.634,-0.0016784
13.636,-0.00167772
13.638,-0.00167704
13.64,-0.00167637
13.642,-0.00167569
13.644,-0.00167502
13.646,-0.00167434
13.648,-0.00167366
13.65,-0.00167299
13.652,-0.00167231
13.654,-0.00167164
13.656,-0.00167096
13.658,-0.00167029
13.66,-0.00166961
13.662,-0.00166894
13.664,-0.00166827
13.666,-0.00166759
13.668,-0.00166692
13.67,-0.00166625
13.672,-0.00166557
13.674,-0.0016649
13.676,-0.00166423
13.678,-0.00166356
13.68,-0.00166288
13.682,-0.00166221
13.684,-0.00166154
13.686,-0.00166087
13.688,-0.0016602
13.69,-0.00165953
13.692,-0.00165886
13.694,-0.00165818
13.696,-0.00165751
13.698,-0.00165684
13.7,-0.00165617
13.702,-0.0016555
13.704,-0.00165484
13.706,-0.00165417
13.708,-0.0016535
13.71,-0.00165283
13.712,-0.00165216
13.714,-0.00165149
13.716,-0.00165082
13.718,-0.00165016
13.72,-0.00164949
13.722,-0.00164882
13.724,-0.00164815
13.726,-0.00164749
13.728,-0.00164682
13.73,-0.00164616
13.732,-0.00164549
13.734,-0.00164482
13.736,-0.00164416
13.738,-0.00164349
13.74,-0.00164283
13.742,-0.00164216
13.744,-0.0016415
13.746,-0.00164084
13.748,-0.00164017
13.75,-0.00163951
13.752,-0.00163884
13.754,-0.00163818
13.756,-0.00163752
13.758,-0.00163686
13.76,-0.00163619
13.762,-0.00163553
13.764,-0.00163487
13.766,-0.00163421
13.768,-0.00163355
13.77,-0.00163289
13.772,-0.00163223
13.774,-0.00163157
13.776,-0.00163091
13.778,-0.00163025
13.78,-0.00162959
13.782,-0.00162893
13.784,-0.00162827
13.786,-0.00162761
13.788,-0.00162695
13.79,-0.0016263
13.792,-0.00162564
13.794,-0.00162498
13.796,-0.00162432
13.798,-0.00162367
13.8,-0.00162301
13.802,-0.00162236
13.804,-0.0016217
13.806,-0.00162105
13.808,-0.00162039
13.81,-0.00161974
13.812,-0.00161908
13.814,-0.00161843
13.816,-0.00161777
13.818,-0.00161712
13.82,-0.00161647
13.822,-0.00161581
13.824,-0.00161516
13.826,-0.00161451
13.828,-0.00161386
13.83,-0.00161321
13.832,-0.00161255
13.834,-0.0016119
13.836,-0.00161125
13.838,-0.0016106
13.84,-0.00160995
13.842,-0.0016093
13.844,-0.00160865
13.846,-0.00160801
13.848,-0.00160736
13.85,-0.00160671
13.852,-0.00160606
13.854,-0.00160541
13.856,-0.00160477
13.858,-0.00160412
13.86,-0.00160347
13.862,-0.00160283
13.864,-0.00160218
13.866,-0.00160154
13.868,-0.00160089
13.87,-0.00160025
13.872,-0.0015996
13.874,-0.00159896
13.876,-0.00159832
13.878,-0.00159767
13.88,-0.00159703
13.882,-0.00159639
13.884,-0.00159575
13.886,-0.0015951
13.888,-0.00159446
13.89,-0.00159382
13.892,-0.00159318
13.894,-0.00159254
13.896,-0.0015919
13.898,-0.00159126
13.9,-0.00159062
13.902,-0.00158998
13.904,-0.00158935
13.906,-0.00158871
13.908,-0.00158807
13.91,-0.00158743
13.912,-0.0015868
13.914,-0.00158616
13.916,-0.00158553
13.918,-0.00158489
13.92,-0.00158426
13.922,-0.00158362
13.924,-0.00158299
13.926,-0.00158235
13.928,-0.00158172
13.93,-0.00158109
13.932,-0.00158045
13.934,-0.00157982
13.936,-0.00157919
13.938,-0.00157856
13.94,-0.00157793
13.942,-0.0015773
13.944,-0.00157667
13.946,-0.00157604
13.948,-0.00157541
13.95,-0.00157478
13.952,-0.00157415
13.954,-0.00157352
13.956,-0.0015729
13.958,-0.00157227
13.96,-0.00157164
13.962,-0.00157102
13.964,-0.00157039
13.966,-0.00156976
13.968,-0.00156914
13.97,-0.00156852
13.972,-0.00156789
13.974,-0.00156727
13.976,-0.00156664
13.978,-0.00156602
13.98,-0.0015654
13.982,-0.00156478
13.984,-0.00156416
13.986,-0.00156354
13.988,-0.00156292
13.99,-0.0015623
13.992,-0.00156168
13.994,-0.00156106
13.996,-0.00156044
13.998,-0.00155982
14,-0.00155892
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\DARTWARS_TestChip_res1_w1_l280_param.son DE_EMBEDDED Lk=11.0 l=280.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res1_w1_l280_param
4,-0.00111343
4.002,-0.00111402
4.004,-0.00111487
4.006,-0.00111572
4.008,-0.00111657
4.01,-0.00111742
4.012,-0.00111827
4.014,-0.00111911
4.016,-0.00111996
4.018,-0.0011208
4.02,-0.00112165
4.022,-0.00112249
4.024,-0.00112333
4.026,-0.00112418
4.028,-0.00112502
4.03,-0.00112586
4.032,-0.0011267
4.034,-0.00112754
4.036,-0.00112837
4.038,-0.00112921
4.04,-0.00113005
4.042,-0.00113088
4.044,-0.00113171
4.046,-0.00113255
4.048,-0.00113338
4.05,-0.00113421
4.052,-0.00113504
4.054,-0.00113587
4.056,-0.0011367
4.058,-0.00113753
4.06,-0.00113835
4.062,-0.00113918
4.064,-0.00114
4.066,-0.00114083
4.068,-0.00114165
4.07,-0.00114247
4.072,-0.00114329
4.074,-0.00114411
4.076,-0.00114493
4.078,-0.00114575
4.08,-0.00114656
4.082,-0.00114738
4.084,-0.00114819
4.086,-0.001149
4.088,-0.00114982
4.09,-0.00115063
4.092,-0.00115143
4.094,-0.0011525
4.096,-0.00115305
4.098,-0.00115385
4.1,-0.00115466
4.102,-0.00115546
4.104,-0.00115626
4.106,-0.00115706
4.108,-0.00115786
4.11,-0.00115866
4.112,-0.00115945
4.114,-0.00116025
4.116,-0.00116104
4.118,-0.00116183
4.12,-0.00116262
4.122,-0.00116341
4.124,-0.00116419
4.126,-0.00116498
4.128,-0.00116576
4.13,-0.00116654
4.132,-0.00116732
4.134,-0.0011681
4.136,-0.00116888
4.138,-0.00116965
4.14,-0.00117043
4.142,-0.0011712
4.144,-0.00117197
4.146,-0.00117273
4.148,-0.0011735
