C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\DARTWARS_TestChip_res1_w1_l280_param.son DE_EMBEDDED Lk=8.5 l=280.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res1_w1_l280_param
13.4862,-0.000505269
13.4864,-0.00050659
13.4866,-0.000507907
13.4868,-0.000509222
13.487,-0.000510533
13.4872,-0.000511843
13.4874,-0.000513149
13.4876,-0.000514452
13.4878,-0.000515753
13.488,-0.000517051
13.4882,-0.000518346
13.4884,-0.000519639
13.4886,-0.000520928
13.4888,-0.000522215
13.489,-0.000523499
13.4892,-0.000524781
13.4894,-0.000526059
13.4896,-0.000527335
13.4898,-0.000528609
13.49,-0.000529879
13.4902,-0.000531147
13.4904,-0.000532412
13.4906,-0.000533675
13.4908,-0.000534935
13.491,-0.000536192
13.4912,-0.000537447
13.4914,-0.000538698
13.4916,-0.000539948
13.4918,-0.000541194
13.492,-0.000542438
13.4922,-0.000543679
13.4924,-0.000544918
13.4926,-0.000546154
13.4928,-0.000547387
13.493,-0.000548618
13.4932,-0.000549846
13.4934,-0.000551072
13.4936,-0.000552295
13.4938,-0.000553515
13.494,-0.000554733
13.4942,-0.000555948
13.4944,-0.000557161
13.4946,-0.000558371
13.4948,-0.000559579
13.495,-0.000560784
13.4952,-0.000561986
13.4954,-0.000563186
13.4956,-0.000564384
13.4958,-0.000565579
13.496,-0.000566771
13.4962,-0.000567961
13.4964,-0.000569148
13.4966,-0.000570333
13.4968,-0.000571516
13.497,-0.000572696
13.4972,-0.000573873
13.4974,-0.000575048
13.4976,-0.000576221
13.4978,-0.000577391
13.498,-0.000578558
13.4982,-0.000579724
13.4984,-0.000580886
13.4986,-0.000582047
13.4988,-0.000583204
13.499,-0.00058436
13.4992,-0.000585513
13.4994,-0.000586664
13.4996,-0.000587812
13.4998,-0.000588958
13.5,-0.000590101
13.5002,-0.000591242
13.5004,-0.000592381
13.5006,-0.000593518
13.5008,-0.000594652
13.501,-0.000595783
13.5012,-0.000596913
13.5014,-0.000598039
13.5016,-0.000599164
13.5018,-0.000600286
13.502,-0.000601406
13.5022,-0.000602524
13.5024,-0.000603639
13.5026,-0.000604752
13.5028,-0.000605863
13.503,-0.000606972
13.5032,-0.000608078
13.5034,-0.000609182
13.5036,-0.000610283
13.5038,-0.000611383
13.504,-0.00061248
13.5042,-0.000613574
13.5044,-0.000614667
13.5046,-0.000615757
13.5048,-0.000616845
13.505,-0.000617931
13.5052,-0.000619015
13.5054,-0.000620096
13.5056,-0.000621175
13.5058,-0.000622252
13.506,-0.000623327
13.5062,-0.0006244
13.5064,-0.00062547
13.5066,-0.000626538
13.5068,-0.000627604
13.507,-0.000628668
13.5072,-0.00062973
13.5074,-0.000630789
13.5076,-0.000631847
13.5078,-0.000632902
13.508,-0.000633955
13.5082,-0.000635006
13.5084,-0.000636055
13.5086,-0.000637101
13.5088,-0.000638146
13.509,-0.000639188
13.5092,-0.000640228
13.5094,-0.000641267
13.5096,-0.000642303
13.5098,-0.000643337
13.51,-0.000644369
13.5102,-0.000645399
13.5104,-0.000646426
13.5106,-0.000647452
13.5108,-0.000648476
13.511,-0.000649497
13.5112,-0.000650517
13.5114,-0.000651534
13.5116,-0.00065255
13.5118,-0.000653563
13.512,-0.000654574
13.5122,-0.000655584
13.5124,-0.000656591
13.5126,-0.000657596
13.5128,-0.0006586
13.513,-0.000659601
13.5132,-0.0006606
13.5134,-0.000661597
13.5136,-0.000662593
13.5138,-0.000663586
13.514,-0.000664577
13.5142,-0.000665567
13.5144,-0.000666554
13.5146,-0.00066754
13.5148,-0.000668523
13.515,-0.000669505
13.5152,-0.000670484
13.5154,-0.000671462
13.5156,-0.000672438
13.5158,-0.000673411
13.516,-0.000674383
13.5162,-0.000675353
13.5164,-0.000676321
13.5166,-0.000677287
13.5168,-0.000678252
13.517,-0.000679214
13.5172,-0.000680174
13.5174,-0.000681133
13.5176,-0.00068209
13.5178,-0.000683044
13.518,-0.000683997
13.5182,-0.000684948
13.5184,-0.000685898
13.5186,-0.000686845
13.5188,-0.00068779
13.519,-0.000688734
13.5192,-0.000689676
13.5194,-0.000690616
13.5196,-0.000691554
13.5198,-0.00069249
13.52,-0.000693425
13.5202,-0.000694357
13.5204,-0.000695288
13.5206,-0.000696217
13.5208,-0.000697144
13.521,-0.00069807
13.5212,-0.000698993
13.5214,-0.000699915
13.5216,-0.000700835
13.5218,-0.000701754
13.522,-0.00070267
13.5222,-0.000703585
13.5224,-0.000704498
13.5226,-0.000705409
13.5228,-0.000706318
13.523,-0.000707226
13.5232,-0.000708132
13.5234,-0.000709036
13.5236,-0.000709939
13.5238,-0.00071084
13.524,-0.000711739
13.5242,-0.000712636
13.5244,-0.000713532
13.5246,-0.000714425
13.5248,-0.000715318
13.525,-0.000716208
13.5252,-0.000717097
13.5254,-0.000717984
13.5256,-0.000718869
13.5258,-0.000719753
13.526,-0.000720635
13.5262,-0.000721515
13.5264,-0.000722394
13.5266,-0.000723271
13.5268,-0.000724146
13.527,-0.00072502
13.5272,-0.000725892
13.5274,-0.000726763
13.5276,-0.000727631
13.5278,-0.000728498
13.528,-0.000729364
13.5282,-0.000730228
13.5284,-0.00073109
13.5286,-0.00073195
13.5288,-0.000732809
13.529,-0.000733667
13.5292,-0.000734522
13.5294,-0.000735377
13.5296,-0.000736229
13.5298,-0.00073708
13.53,-0.000737929
13.5302,-0.000738777
13.5304,-0.000739623
13.5306,-0.000740468
13.5308,-0.000741311
13.531,-0.000742152
13.5312,-0.000742992
13.5314,-0.00074383
13.5316,-0.000744667
13.5318,-0.000745502
13.532,-0.000746336
13.5322,-0.000747168
13.5324,-0.000747999
13.5326,-0.000748828
13.5328,-0.000749655
13.533,-0.000750481
13.5332,-0.000751306
13.5334,-0.000752128
13.5336,-0.00075295
13.5338,-0.00075377
13.534,-0.000754588
13.5342,-0.000755405
13.5344,-0.00075622
13.5346,-0.000757034
13.5348,-0.000757846
13.535,-0.000758657
13.5352,-0.000759467
13.5354,-0.000760274
13.5356,-0.000761081
13.5358,-0.000761886
13.536,-0.000762689
13.5362,-0.000763491
13.5364,-0.000764292
13.5366,-0.000765091
13.5368,-0.000765888
13.537,-0.000766684
13.5372,-0.000767479
13.5374,-0.000768272
13.5376,-0.000769064
13.5378,-0.000769855
13.538,-0.000770644
13.5382,-0.000771431
13.5384,-0.000772217
13.5386,-0.000773002
13.5388,-0.000773785
13.539,-0.000774567
13.5392,-0.000775347
13.5394,-0.000776126
13.5396,-0.000776904
13.5398,-0.00077768
13.54,-0.000778455
13.5402,-0.000779228
13.5404,-0.00078
13.5406,-0.000780771
13.5408,-0.00078154
13.541,-0.000782308
13.5412,-0.000783075
13.5414,-0.00078384
13.5416,-0.000784604
13.5418,-0.000785366
13.542,-0.000786127
13.5422,-0.000786887
13.5424,-0.000787645
13.5426,-0.000788402
13.5428,-0.000789158
13.543,-0.000789912
13.5432,-0.000790665
13.5434,-0.000791416
13.5436,-0.000792167
13.5438,-0.000792915
13.544,-0.000793663
13.5442,-0.000794409
13.5444,-0.000795154
13.5446,-0.000795898
13.5448,-0.00079664
13.545,-0.000797381
13.5452,-0.000798121
13.5454,-0.000798859
13.5456,-0.000799597
13.5458,-0.000800332
13.546,-0.000801067
13.5462,-0.0008018
13.5464,-0.000802532
13.5466,-0.000803263
13.5468,-0.000803992
13.547,-0.00080472
13.5472,-0.000805447
13.5474,-0.000806172
13.5476,-0.000806897
13.5478,-0.00080762
13.548,-0.000808342
13.5482,-0.000809062
13.5484,-0.000809781
13.5486,-0.000810499
13.5488,-0.000811216
13.549,-0.000811931
13.5492,-0.000812646
13.5494,-0.000813359
13.5496,-0.00081407
13.5498,-0.000814781
13.55,-0.00081549
13.5502,-0.000816198
13.5504,-0.000816905
13.5506,-0.000817611
13.5508,-0.000818315
13.551,-0.000819019
13.5512,-0.00081972
13.5514,-0.000820421
13.5516,-0.000821121
13.5518,-0.000821819
13.552,-0.000822516
13.5522,-0.000823212
13.5524,-0.000823907
13.5526,-0.000824601
13.5528,-0.000825293
13.553,-0.000825984
13.5532,-0.000826674
13.5534,-0.000827363
13.5536,-0.000828051
13.5538,-0.000828737
13.554,-0.000829423
13.5542,-0.000830107
13.5544,-0.00083079
13.5546,-0.000831472
13.5548,-0.000832152
13.555,-0.000832832
13.5552,-0.00083351
13.5554,-0.000834187
13.5556,-0.000834863
13.5558,-0.000835538
13.556,-0.000836212
13.5562,-0.000836885
13.5564,-0.000837556
13.5566,-0.000838227
13.5568,-0.000838896
13.557,-0.000839564
13.5572,-0.000840231
13.5574,-0.000840897
13.5576,-0.000841561
13.5578,-0.000842225
13.558,-0.000842888
13.5582,-0.000843549
13.5584,-0.000844209
13.5586,-0.000844868
13.5588,-0.000845526
13.559,-0.000846183
13.5592,-0.000846839
13.5594,-0.000847494
13.5596,-0.000848148
13.5598,-0.0008488
13.56,-0.000849452
13.5602,-0.000850102
13.5604,-0.000850751
13.5606,-0.0008514
13.5608,-0.000852047
13.561,-0.000852693
13.5612,-0.000853338
13.5614,-0.000853982
13.5616,-0.000854625
13.5618,-0.000855267
13.562,-0.000855907
13.5622,-0.000856547
13.5624,-0.000857186
13.5626,-0.000857823
13.5628,-0.00085846
13.563,-0.000859095
13.5632,-0.000859729
13.5634,-0.000860363
13.5636,-0.000860995
13.5638,-0.000861626
13.564,-0.000862257
13.5642,-0.000862886
13.5644,-0.000863514
13.5646,-0.000864141
13.5648,-0.000864767
13.565,-0.000865392
13.5652,-0.000866016
13.5654,-0.000866639
13.5656,-0.000867262
13.5658,-0.000867883
13.566,-0.000868503
13.5662,-0.000869121
13.5664,-0.000869739
13.5666,-0.000870356
13.5668,-0.000870972
13.567,-0.000871587
13.5672,-0.000872201
13.5674,-0.000872814
13.5676,-0.000873426
13.5678,-0.000874037
13.568,-0.000874647
13.5682,-0.000875256
13.5684,-0.000875864
13.5686,-0.000876471
13.5688,-0.000877077
13.569,-0.000877682
13.5692,-0.000878286
13.5694,-0.000878889
13.5696,-0.000879491
13.5698,-0.000880093
13.57,-0.000880693
13.5702,-0.000881292
13.5704,-0.00088189
13.5706,-0.000882488
13.5708,-0.000883084
13.571,-0.000883679
13.5712,-0.000884274
13.5714,-0.000884867
13.5716,-0.00088546
13.5718,-0.000886051
13.572,-0.000886642
13.5722,-0.000887232
13.5724,-0.00088782
13.5726,-0.000888408
13.5728,-0.000888995
13.573,-0.000889581
13.5732,-0.000890166
13.5734,-0.00089075
13.5736,-0.000891333
13.5738,-0.000891915
13.574,-0.000892497
13.5742,-0.000893077
13.5744,-0.000893656
13.5746,-0.000894235
13.5748,-0.000894812
13.575,-0.000895389
13.5752,-0.000895965
13.5754,-0.00089654
13.5756,-0.000897114
13.5758,-0.000897687
13.576,-0.000898259
13.5762,-0.00089883
13.5764,-0.0008994
13.5766,-0.00089997
13.5768,-0.000900538
13.577,-0.000901106
13.5772,-0.000901673
13.5774,-0.000902239
13.5776,-0.000902803
13.5778,-0.000903368
13.578,-0.000903931
13.5782,-0.000904493
13.5784,-0.000905054
13.5786,-0.000905615
13.5788,-0.000906175
13.579,-0.000906733
13.5792,-0.000907291
13.5794,-0.000907848
13.5796,-0.000908405
13.5798,-0.00090896
13.58,-0.000909514
13.5802,-0.000910068
13.5804,-0.000910621
13.5806,-0.000911172
13.5808,-0.000911723
13.581,-0.000912274
13.5812,-0.000912823
13.5814,-0.000913371
13.5816,-0.000913919
13.5818,-0.000914466
13.582,-0.000915012
13.5822,-0.000915557
13.5824,-0.000916101
13.5826,-0.000916644
13.5828,-0.000917187
13.583,-0.000917728
13.5832,-0.000918269
13.5834,-0.000918809
13.5836,-0.000919348
13.5838,-0.000919887
13.584,-0.000920424
13.5842,-0.000920961
13.5844,-0.000921497
13.5846,-0.000922032
13.5848,-0.000922566
13.585,-0.000923099
13.5852,-0.000923632
13.5854,-0.000924164
13.5856,-0.000924695
13.5858,-0.000925225
13.586,-0.000925754
13.5862,-0.000926283
13.5864,-0.00092681
13.5866,-0.000927337
13.5868,-0.000927863
13.587,-0.000928389
13.5872,-0.000928913
13.5874,-0.000929437
13.5876,-0.00092996
13.5878,-0.000930482
13.588,-0.000931003
13.5882,-0.000931523
13.5884,-0.000932043
13.5886,-0.000932562
13.5888,-0.00093308
13.589,-0.000933598
13.5892,-0.000934114
13.5894,-0.00093463
13.5896,-0.000935145
13.5898,-0.000935659
13.59,-0.000936172
13.5902,-0.000936685
13.5904,-0.000937197
13.5906,-0.000937708
13.5908,-0.000938218
13.591,-0.000938728
13.5912,-0.000939237
13.5914,-0.000939745
13.5916,-0.000940252
13.5918,-0.000940759
13.592,-0.000941264
13.5922,-0.000941769
13.5924,-0.000942274
13.5926,-0.000942777
13.5928,-0.00094328
13.593,-0.000943782
13.5932,-0.000944283
13.5934,-0.000944783
13.5936,-0.000945283
13.5938,-0.000945782
13.594,-0.00094628
13.5942,-0.000946778
13.5944,-0.000947274
13.5946,-0.00094777
13.5948,-0.000948265
13.595,-0.00094876
13.5952,-0.000949254
13.5954,-0.000949747
13.5956,-0.000950239
13.5958,-0.00095073
13.596,-0.000951221
13.5962,-0.000951711
13.5964,-0.000952201
13.5966,-0.000952689
13.5968,-0.000953177
13.597,-0.000953664
13.5972,-0.000954151
13.5974,-0.000954637
13.5976,-0.000955122
13.5978,-0.000955606
13.598,-0.000956089
13.5982,-0.000956572
13.5984,-0.000957054
13.5986,-0.000957536
13.5988,-0.000958017
13.599,-0.000958497
13.5992,-0.000958976
13.5994,-0.000959454
13.5996,-0.000959932
13.5998,-0.000960409
13.6,-0.000960886
13.6002,-0.000961362
13.6004,-0.000961837
13.6006,-0.000962311
13.6008,-0.000962785
13.601,-0.000963258
13.6012,-0.00096373
13.6014,-0.000964202
13.6016,-0.000964673
13.6018,-0.000965143
13.602,-0.000965612
13.6022,-0.000966081
13.6024,-0.000966549
13.6026,-0.000967017
13.6028,-0.000967483
13.603,-0.00096795
13.6032,-0.000968415
13.6034,-0.00096888
13.6036,-0.000969344
13.6038,-0.000969807
13.604,-0.00097027
13.6042,-0.000970732
13.6044,-0.000971193
13.6046,-0.000971654
13.6048,-0.000972114
13.605,-0.000972573
13.6052,-0.000973032
13.6054,-0.00097349
13.6056,-0.000973947
13.6058,-0.000974404
13.606,-0.00097486
13.6062,-0.000975315
13.6064,-0.00097577
13.6066,-0.000976224
13.6068,-0.000976677
13.607,-0.00097713
13.6072,-0.000977582
13.6074,-0.000978033
13.6076,-0.000978484
13.6078,-0.000978934
13.608,-0.000979383
13.6082,-0.000979832
13.6084,-0.00098028
13.6086,-0.000980728
13.6088,-0.000981175
13.609,-0.000981621
13.6092,-0.000982066
13.6094,-0.000982511
13.6096,-0.000982956
13.6098,-0.000983399
13.61,-0.000983842
13.6102,-0.000984285
13.6104,-0.000984726
13.6106,-0.000985167
13.6108,-0.000985608
13.611,-0.000986048
13.6112,-0.000986487
13.6114,-0.000986925
13.6116,-0.000987363
13.6118,-0.0009878
13.612,-0.000988237
13.6122,-0.000988673
13.6124,-0.000989109
13.6126,-0.000989543
13.6128,-0.000989978
13.613,-0.000990411
13.6132,-0.000990844
13.6134,-0.000991276
13.6136,-0.000991708
13.6138,-0.000992139
13.614,-0.000992569
13.6142,-0.000992999
13.6144,-0.000993429
13.6146,-0.000993857
13.6148,-0.000994285
13.615,-0.000994713
13.6152,-0.000995139
13.6154,-0.000995565
13.6156,-0.000995991
13.6158,-0.000996416
13.616,-0.00099684
13.6162,-0.000997264
13.6164,-0.000997687
13.6166,-0.00099811
13.6168,-0.000998532
13.617,-0.000998953
13.6172,-0.000999374
13.6174,-0.000999794
13.6176,-0.00100021
13.6178,-0.00100063
13.618,-0.00100105
13.6182,-0.00100147
13.6184,-0.00100189
13.6186,-0.0010023
13.6188,-0.00100272
13.619,-0.00100313
13.6192,-0.00100355
13.6194,-0.00100396
13.6196,-0.00100438
13.6198,-0.00100479
13.62,-0.0010052
13.6202,-0.00100561
13.6204,-0.00100603
13.6206,-0.00100644
13.6208,-0.00100685
13.621,-0.00100726
13.6212,-0.00100766
13.6214,-0.00100807
13.6216,-0.00100848
13.6218,-0.00100889
13.622,-0.0010093
13.6222,-0.0010097
13.6224,-0.00101011
13.6226,-0.00101051
13.6228,-0.00101092
13.623,-0.00101132
13.6232,-0.00101172
13.6234,-0.00101213
13.6236,-0.00101253
13.6238,-0.00101293
13.624,-0.00101333
13.6242,-0.00101373
13.6244,-0.00101413
13.6246,-0.00101453
13.6248,-0.00101493
13.625,-0.00101533
13.6252,-0.00101573
13.6254,-0.00101612
13.6256,-0.00101652
13.6258,-0.00101691
13.626,-0.00101731
13.6262,-0.00101771
13.6264,-0.0010181
13.6266,-0.00101849
13.6268,-0.00101889
13.627,-0.00101928
13.6272,-0.00101967
13.6274,-0.00102006
13.6276,-0.00102045
13.6278,-0.00102084
13.628,-0.00102123
13.6282,-0.00102162
13.6284,-0.00102201
13.6286,-0.0010224
13.6288,-0.00102279
13.629,-0.00102318
13.6292,-0.00102356
13.6294,-0.00102395
13.6296,-0.00102433
13.6298,-0.00102472
13.63,-0.0010251
13.6302,-0.00102549
13.6304,-0.00102587
13.6306,-0.00102625
13.6308,-0.00102664
13.631,-0.00102702
13.6312,-0.0010274
13.6314,-0.00102778
13.6316,-0.00102816
13.6318,-0.00102854
13.632,-0.00102892
13.6322,-0.0010293
13.6324,-0.00102968
13.6326,-0.00103005
13.6328,-0.00103043
13.633,-0.00103081
13.6332,-0.00103118
13.6334,-0.00103156
13.6336,-0.00103194
13.6338,-0.00103231
13.634,-0.00103268
13.6342,-0.00103306
13.6344,-0.00103343
13.6346,-0.0010338
13.6348,-0.00103418
13.635,-0.00103455
13.6352,-0.00103492
13.6354,-0.00103529
13.6356,-0.00103566
13.6358,-0.00103603
13.636,-0.0010364
13.6362,-0.00103676
13.6364,-0.00103713
13.6366,-0.0010375
13.6368,-0.00103787
13.637,-0.00103823
13.6372,-0.0010386
13.6374,-0.00103896
13.6376,-0.00103933
13.6378,-0.00103969
13.638,-0.00104006
13.6382,-0.00104042
13.6384,-0.00104078
13.6386,-0.00104115
13.6388,-0.00104151
13.639,-0.00104187
13.6392,-0.00104223
13.6394,-0.00104259
13.6396,-0.00104295
13.6398,-0.00104331
13.64,-0.00104367
13.6402,-0.00104403
13.6404,-0.00104438
13.6406,-0.00104474
13.6408,-0.0010451
13.641,-0.00104545
13.6412,-0.00104581
13.6414,-0.00104617
13.6416,-0.00104652
13.6418,-0.00104688
13.642,-0.00104723
13.6422,-0.00104758
13.6424,-0.00104794
13.6426,-0.00104829
13.6428,-0.00104864
13.643,-0.00104899
13.6432,-0.00104934
13.6434,-0.00104969
13.6436,-0.00105004
13.6438,-0.00105039
13.644,-0.00105074
13.6442,-0.00105109
13.6444,-0.00105144
13.6446,-0.00105179
13.6448,-0.00105213
13.645,-0.00105248
13.6452,-0.00105283
13.6454,-0.00105317
13.6456,-0.00105352
13.6458,-0.00105386
13.646,-0.00105421
13.6462,-0.00105455
13.6464,-0.00105489
13.6466,-0.00105524
13.6468,-0.00105558
13.647,-0.00105592
13.6472,-0.00105626
13.6474,-0.0010566
13.6476,-0.00105695
13.6478,-0.00105729
13.648,-0.00105763
13.6482,-0.00105796
13.6484,-0.0010583
13.6486,-0.00105864
13.6488,-0.00105898
13.649,-0.00105932
13.6492,-0.00105965
13.6494,-0.00105999
13.6496,-0.00106033
13.6498,-0.00106066
13.65,-0.001061
13.6502,-0.00106133
13.6504,-0.00106167
13.6506,-0.001062
13.6508,-0.00106233
13.651,-0.00106267
13.6512,-0.001063
13.6514,-0.00106333
13.6516,-0.00106366
13.6518,-0.00106399
13.652,-0.00106432
13.6522,-0.00106465
13.6524,-0.00106498
13.6526,-0.00106531
13.6528,-0.00106564
13.653,-0.00106597
13.6532,-0.0010663
13.6534,-0.00106662
13.6536,-0.00106695
13.6538,-0.00106728
13.654,-0.0010676
13.6542,-0.00106793
13.6544,-0.00106825
13.6546,-0.00106858
13.6548,-0.0010689
13.655,-0.00106923
13.6552,-0.00106955
13.6554,-0.00106987
13.6556,-0.0010702
13.6558,-0.00107052
13.656,-0.00107084
13.6562,-0.00107116
13.6564,-0.00107148
13.6566,-0.0010718
13.6568,-0.00107212
13.657,-0.00107244
13.6572,-0.00107276
13.6574,-0.00107308
13.6576,-0.0010734
13.6578,-0.00107371
13.658,-0.00107403
13.6582,-0.00107435
13.6584,-0.00107467
13.6586,-0.00107498
13.6588,-0.0010753
13.659,-0.00107561
13.6592,-0.00107593
13.6594,-0.00107624
13.6596,-0.00107655
13.6598,-0.00107687
13.66,-0.00107718
13.6602,-0.00107749
13.6604,-0.00107781
13.6606,-0.00107812
13.6608,-0.00107843
13.661,-0.00107874
13.6612,-0.00107905
13.6614,-0.00107936
13.6616,-0.00107967
13.6618,-0.00107998
13.662,-0.00108029
13.6622,-0.0010806
13.6624,-0.0010809
13.6626,-0.00108121
13.6628,-0.00108152
13.663,-0.00108183
13.6632,-0.00108213
13.6634,-0.00108244
13.6636,-0.00108274
13.6638,-0.00108305
13.664,-0.00108335
13.6642,-0.00108366
13.6644,-0.00108396
13.6646,-0.00108426
13.6648,-0.00108457
13.665,-0.00108487
13.6652,-0.00108517
13.6654,-0.00108547
13.6656,-0.00108577
13.6658,-0.00108607
13.666,-0.00108637
13.6662,-0.00108668
13.6664,-0.00108697
13.6666,-0.00108727
13.6668,-0.00108757
13.667,-0.00108787
13.6672,-0.00108817
13.6674,-0.00108847
13.6676,-0.00108876
13.6678,-0.00108906
13.668,-0.00108936
13.6682,-0.00108965
13.6684,-0.00108995
13.6686,-0.00109024
13.6688,-0.00109054
13.669,-0.00109083
13.6692,-0.00109113
13.6694,-0.00109142
13.6696,-0.00109171
13.6698,-0.00109201
13.67,-0.0010923
13.6702,-0.00109259
13.6704,-0.00109288
13.6706,-0.00109317
13.6708,-0.00109346
13.671,-0.00109375
13.6712,-0.00109404
13.6714,-0.00109433
13.6716,-0.00109462
13.6718,-0.00109491
13.672,-0.0010952
13.6722,-0.00109549
13.6724,-0.00109578
13.6726,-0.00109606
13.6728,-0.00109635
13.673,-0.00109664
13.6732,-0.00109692
13.6734,-0.00109721
13.6736,-0.00109749
13.6738,-0.00109778
13.674,-0.00109806
13.6742,-0.00109835
13.6744,-0.00109863
13.6746,-0.00109891
13.6748,-0.0010992
13.675,-0.00109948
13.6752,-0.00109976
13.6754,-0.00110004
13.6756,-0.00110032
13.6758,-0.0011006
13.676,-0.00110089
13.6762,-0.00110117
13.6764,-0.00110145
13.6766,-0.00110172
13.6768,-0.001102
13.677,-0.00110228
13.6772,-0.00110256
13.6774,-0.00110284
13.6776,-0.00110312
13.6778,-0.00110339
13.678,-0.00110367
13.6782,-0.00110395
13.6784,-0.00110422
13.6786,-0.0011045
13.6788,-0.00110477
13.679,-0.00110505
13.6792,-0.00110532
13.6794,-0.0011056
13.6796,-0.00110587
13.6798,-0.00110614
13.68,-0.00110642
13.6802,-0.00110669
13.6804,-0.00110696
13.6806,-0.00110723
13.6808,-0.0011075
13.681,-0.00110778
13.6812,-0.00110805
13.6814,-0.00110832
13.6816,-0.00110859
13.6818,-0.00110886
13.682,-0.00110913
13.6822,-0.00110939
13.6824,-0.00110966
13.6826,-0.00110993
13.6828,-0.0011102
13.683,-0.00111047
13.6832,-0.00111073
13.6834,-0.001111
13.6836,-0.00111127
13.6838,-0.00111153
13.684,-0.0011118
13.6842,-0.00111206
13.6844,-0.00111233
13.6846,-0.00111259
13.6848,-0.00111286
13.685,-0.00111312
13.6852,-0.00111338
13.6854,-0.00111365
13.6856,-0.00111391
13.6858,-0.00111417
13.686,-0.00111443
13.6862,-0.00111469
13.6864,-0.00111496
13.6866,-0.00111522
13.6868,-0.00111548
13.687,-0.00111574
13.6872,-0.001116
13.6874,-0.00111626
13.6876,-0.00111651
13.6878,-0.00111677
13.688,-0.00111703
13.6882,-0.00111729
13.6884,-0.00111755
13.6886,-0.0011178
13.6888,-0.00111806
13.689,-0.00111832
13.6892,-0.00111857
13.6894,-0.00111883
13.6896,-0.00111909
13.6898,-0.00111934
13.69,-0.0011196
13.6902,-0.00111985
13.6904,-0.00112011
13.6906,-0.00112036
13.6908,-0.00112062
13.691,-0.00112087
13.6912,-0.00112112
13.6914,-0.00112138
13.6916,-0.00112163
13.6918,-0.00112188
13.692,-0.00112214
13.6922,-0.00112239
13.6924,-0.00112264
13.6926,-0.00112289
13.6928,-0.00112314
13.693,-0.0011234
13.6932,-0.00112365
13.6934,-0.0011239
13.6936,-0.00112415
13.6938,-0.0011244
13.694,-0.00112465
13.6942,-0.0011249
13.6944,-0.00112515
13.6946,-0.0011254
13.6948,-0.00112565
13.695,-0.00112589
13.6952,-0.00112614
13.6954,-0.00112639
13.6956,-0.00112664
13.6958,-0.00112689
13.696,-0.00112713
13.6962,-0.00112738
13.6964,-0.00112763
13.6966,-0.00112787
13.6968,-0.00112812
13.697,-0.00112837
13.6972,-0.00112861
13.6974,-0.00112886
13.6976,-0.0011291
13.6978,-0.00112935
13.698,-0.00112959
13.6982,-0.00112984
13.6984,-0.00113008
13.6986,-0.00113033
13.6988,-0.00113057
13.699,-0.00113081
13.6992,-0.00113106
13.6994,-0.0011313
13.6996,-0.00113154
13.6998,-0.00113179
13.7,-0.00113203
13.7002,-0.00113227
13.7004,-0.00113251
13.7006,-0.00113275
13.7008,-0.001133
13.701,-0.00113324
13.7012,-0.00113348
13.7014,-0.00113372
13.7016,-0.00113396
13.7018,-0.0011342
13.702,-0.00113444
13.7022,-0.00113468
13.7024,-0.00113492
13.7026,-0.00113516
13.7028,-0.0011354
13.703,-0.00113563
13.7032,-0.00113587
13.7034,-0.00113611
13.7036,-0.00113635
13.7038,-0.00113659
13.704,-0.00113682
13.7042,-0.00113706
13.7044,-0.0011373
13.7046,-0.00113754
13.7048,-0.00113777
13.705,-0.00113801
13.7052,-0.00113824
13.7054,-0.00113848
13.7056,-0.00113872
13.7058,-0.00113895
13.706,-0.00113919
13.7062,-0.00113942
13.7064,-0.00113966
13.7066,-0.00113989
13.7068,-0.00114012
13.707,-0.00114036
13.7072,-0.00114059
13.7074,-0.00114083
13.7076,-0.00114106
13.7078,-0.00114129
13.708,-0.00114153
13.7082,-0.00114176
13.7084,-0.00114199
13.7086,-0.00114222
13.7088,-0.00114245
13.709,-0.00114269
13.7092,-0.00114292
13.7094,-0.00114315
13.7096,-0.00114338
13.7098,-0.00114361
13.71,-0.00114384
13.7102,-0.00114407
13.7104,-0.0011443
13.7106,-0.00114453
13.7108,-0.00114476
13.711,-0.00114499
13.7112,-0.00114522
13.7114,-0.00114545
13.7116,-0.00114568
13.7118,-0.00114591
13.712,-0.00114613
13.7122,-0.00114636
13.7124,-0.00114659
13.7126,-0.00114682
13.7128,-0.00114705
13.713,-0.00114727
13.7132,-0.0011475
13.7134,-0.00114773
13.7136,-0.00114795
13.7138,-0.00114818
13.714,-0.00114841
13.7142,-0.00114863
13.7144,-0.00114886
13.7146,-0.00114908
13.7148,-0.00114931
13.715,-0.00114953
13.7152,-0.00114976
13.7154,-0.00114998
13.7156,-0.00115021
13.7158,-0.00115043
13.716,-0.00115066
13.7162,-0.00115088
13.7164,-0.0011511
13.7166,-0.00115133
13.7168,-0.00115155
13.717,-0.00115177
13.7172,-0.001152
13.7174,-0.00115222
13.7176,-0.00115244
13.7178,-0.00115266
13.718,-0.00115288
13.7182,-0.00115311
13.7184,-0.00115333
13.7186,-0.00115355
13.7188,-0.00115377
13.719,-0.00115399
13.7192,-0.00115421
13.7194,-0.00115443
13.7196,-0.00115465
13.7198,-0.00115487
13.72,-0.00115509
13.7202,-0.00115531
13.7204,-0.00115553
13.7206,-0.00115575
13.7208,-0.00115597
13.721,-0.00115619
