6.790000000000000000e+09,2.343458000000000086e-04,-1.531635000000000049e-04
6.790100010000000000e+09,1.990931999999999999e-04,2.261449999999999837e-05
6.790200020000000000e+09,1.861714000000000045e-04,-8.064950000000000092e-05
6.790300030000000000e+09,2.040997000000000069e-04,-1.016831999999999957e-04
6.790400040000000000e+09,2.045260999999999932e-04,-2.192437999999999896e-04
6.790500050000000000e+09,2.041211000000000132e-04,-1.801950999999999987e-04
6.790600060000000000e+09,1.882607000000000117e-04,-5.483129999999999797e-05
6.790700070000000000e+09,2.169282000000000079e-04,-2.090084000000000028e-04
6.790800080000000000e+09,9.415989999999999950e-05,-1.389566999999999972e-04
6.790900090000000000e+09,1.585068999999999985e-04,-1.017110999999999959e-04
6.791000100000000000e+09,1.330031999999999872e-04,-1.240670000000000032e-04
6.791100110000000000e+09,1.166455999999999933e-04,-2.836720000000000040e-04
6.791200120000000000e+09,2.797289000000000112e-04,-9.176109999999999801e-05
6.791300130000000000e+09,9.486860000000000171e-05,-2.209744000000000031e-04
6.791400140000000000e+09,8.193960000000000403e-05,-1.886093000000000036e-04
6.791500150000000000e+09,1.766518000000000016e-04,-2.234943999999999993e-04
6.791600160000000000e+09,1.217994999999999983e-04,-2.987450999999999800e-04
6.791700170000000000e+09,1.129920000000000017e-05,-5.874220000000000147e-05
6.791800180000000000e+09,1.168610999999999982e-04,-3.397400999999999763e-04
6.791900190000000000e+09,4.433919999999999723e-05,-1.562762999999999999e-04
6.792000200000000000e+09,1.153989000000000040e-04,-2.309575999999999925e-04
6.792100210000000000e+09,1.724887999999999942e-04,-2.695134000000000071e-04
6.792200220000000000e+09,1.493235999999999945e-04,-1.076541999999999967e-04
6.792300230000000000e+09,1.297763000000000063e-04,-1.664331999999999975e-04
6.792400240000000000e+09,1.631087999999999993e-04,-1.077955999999999950e-04
6.792500250000000000e+09,-4.819130000000000055e-05,-2.450506000000000082e-04
6.792600260000000000e+09,1.063096999999999962e-04,-2.318321999999999993e-04
6.792700270000000000e+09,5.562819999999999706e-05,-2.293542999999999938e-04
6.792800280000000000e+09,6.194999999999999979e-06,-1.956061000000000041e-04
6.792900290000000000e+09,-5.619020000000000286e-05,-2.179132000000000128e-04
6.793000300000000000e+09,7.680840000000000139e-05,-1.924783999999999968e-04
6.793100310000000000e+09,6.113299999999999897e-05,-2.262513000000000067e-04
6.793200320000000000e+09,-2.405250000000000053e-05,-1.970697999999999948e-04
6.793300330000000000e+09,6.881539999999999847e-05,-1.772354999999999872e-04
6.793400340000000000e+09,-3.607220000000000337e-05,-1.628806000000000004e-04
6.793500350000000000e+09,5.070009999999999930e-05,-1.432814999999999935e-04
6.793600360000000000e+09,-4.938220000000000299e-05,-1.576201000000000056e-04
6.793700370000000000e+09,9.002480000000000584e-05,-1.174209000000000060e-04
6.793800380000000000e+09,6.755169999999999903e-05,-2.242393999999999930e-04
6.793900390000000000e+09,2.872719999999999831e-05,-2.469503000000000063e-04
6.794000400000000000e+09,-6.903579999999999385e-05,-2.342393000000000123e-04
6.794100410000000000e+09,4.356800000000000367e-06,-9.235340000000000248e-05
6.794200420000000000e+09,-1.809949999999999840e-05,-1.969015999999999920e-04
6.794300430000000000e+09,-2.876309999999999910e-05,-2.386005000000000070e-04
6.794400440000000000e+09,-3.662869999999999711e-05,-1.579263000000000129e-04
6.794500450000000000e+09,2.949620000000000060e-05,-2.716776999999999755e-04
6.794600460000000000e+09,-1.089649999999999977e-05,-1.893265000000000041e-04
6.794700470000000000e+09,-7.606069999999999498e-05,-2.848589000000000112e-04
6.794800480000000000e+09,-1.242461999999999896e-04,-1.450567999999999899e-04
6.794900490000000000e+09,-1.039530000000000024e-05,-2.164625000000000099e-04
6.795000500000000000e+09,-1.030980000000000080e-05,-1.965691999999999949e-04
6.795100510000000000e+09,-1.050533999999999995e-04,-7.440629999999999944e-05
6.795200520000000000e+09,-9.971770000000000243e-05,-1.762549999999999989e-04
6.795300530000000000e+09,-9.736629999999999645e-05,-1.345854000000000006e-04
6.795400540000000000e+09,-8.241299999999999852e-05,-2.268384000000000134e-04
6.795500550000000000e+09,-8.699380000000000047e-05,-2.827721999999999961e-04
6.795600560000000000e+09,-1.207029999999999995e-04,-4.447579999999999860e-05
6.795700570000000000e+09,-1.478162000000000096e-04,-2.414692000000000021e-04
6.795800580000000000e+09,-8.614800000000000257e-05,-5.242069999999999770e-05
6.795900590000000000e+09,-8.800249999999999642e-05,-1.723874000000000023e-04
6.796000600000000000e+09,9.815200000000000487e-06,-2.137147999999999956e-04
6.796100610000000000e+09,-1.509396999999999941e-04,-2.534831000000000193e-04
6.796200620000000000e+09,-8.950130000000000314e-05,-1.464709999999999873e-04
6.796300630000000000e+09,-6.605199999999999711e-05,-1.778883999999999891e-04
6.796400640000000000e+09,-1.548033000000000091e-04,-1.792661000000000081e-04
6.796500650000000000e+09,-1.446496999999999985e-04,-1.337257000000000062e-04
6.796600660000000000e+09,-2.180716999999999877e-04,-1.179920000000000046e-04
6.796700670000000000e+09,-2.256577000000000062e-04,-1.144209000000000008e-04
6.796800680000000000e+09,-8.813459999999999470e-05,-2.174064000000000129e-04
